DIRECTORIO	NRO_ENCUESTA	HOGAR_NUMERO	PERSONA_NUMERO	P606	P203	P203S1	FEX_P
38394	252	1	1	1	1	3000000	1385.3248833386
38394	252	1	2	1	1	2000000	1385.3248833386
38395	252	1	1	4	1	1000000	834.415767917036
38396	252	1	1	1	1	800000	657.403703703699
38396	252	1	2	6	2		657.403703703699
38396	252	1	3	4	2		657.403703703699
38397	252	1	1	4	1	1500000	834.415767917036
38398	252	1	1	1	1	1000000	1714.04651679689
38398	252	1	2	4	1	750000	1714.04651679689
38399	252	1	1	1	1	2000000	1241.80366791789
38399	252	1	2	4	1	2000000	1241.80366791789
38400	252	1	1	6	1	900000	1786.57525100479
38400	252	1	2	4	1	240000	1786.57525100479
38401	252	1	1	6	1	750000	834.415767917036
38402	252	1	1	4	1	780000	680.734503608273
38402	252	1	2	5	99		680.734503608273
38402	252	1	3	4	1	400000	680.734503608273
38402	252	1	4	3	2		680.734503608273
38403	252	1	1	6	1	800000	962.037212260622
38403	252	1	2	4	2		962.037212260622
38403	252	1	3	2	2		962.037212260622
38404	252	1	1	1	1	1800000	1585.95006717169
38404	252	1	2	1	1	1000000	1585.95006717169
38405	252	1	1	4	1	750000	657.403703703699
38405	252	1	2	6	1	750000	657.403703703699
38405	252	1	3	6	1	900000	657.403703703699
38406	252	1	1	1	1	3800000	657.403703703699
38406	252	1	2	4	1	500000	657.403703703699
38406	252	1	3	3	2		657.403703703699
38406	252	1	4	4	1	737717	657.403703703699
38407	252	1	1	6	1	1500000	657.403703703699
38407	252	1	2	1	1	4000000	657.403703703699
38407	252	1	3	1	1	3000000	657.403703703699
38408	252	1	1	6	1	2000000	1513.4213329638
38408	252	1	2	3	2		1513.4213329638
38410	252	1	1	6	1	6500000	657.403703703699
38411	252	1	1	1	1	737717	882.757691124266
38412	252	1	1	4	2		1641.517782589
38412	252	1	2	1	1	800000	1641.517782589
38413	252	1	1	1	1	800000	882.757691124266
38414	252	1	1	4	2		754.661241499067
38415	252	1	1	3	1	400000	657.403703703699
38416	252	1	1	1	1	300000	928.770947405748
38417	252	1	1	1	1	750000	646.281664586988
38417	252	1	2	4	2		646.281664586988
38418	252	1	1	4	1	1400000	778.902085387161
38418	252	1	2	4	1	2000000	778.902085387161
38418	252	1	3	5	2		778.902085387161
38419	252	1	1	1	1	1000000	1202.20888519665
38419	252	1	2	4	2		1202.20888519665
38419	252	1	3	1	1	750000	1202.20888519665
38419	252	1	4	1	1	350000	1202.20888519665
38420	252	1	1	1	1	2000000	1203.02342122899
38420	252	1	2	4	2		1203.02342122899
38421	252	1	1	1	1	750000	714.22484708417
38421	252	1	2	1	1	750000	714.22484708417
38422	252	1	1	4	2		1203.02342122899
38422	252	1	2	1	1	737700	1203.02342122899
38423	252	1	1	1	1	1000000	836.247045934168
38423	252	1	2	1	1	1000000	836.247045934168
38423	252	1	3	1	1	200000	836.247045934168
38423	252	1	6	4	2		836.247045934168
38424	252	1	1	1	1	750000	1120.71171486011
38424	252	1	2	4	2		1120.71171486011
38424	252	1	5	4	2		1120.71171486011
38425	252	1	1	1	1	1000000	918.558752303046
38425	252	1	2	1	1	800000	918.558752303046
38425	252	1	4	5	2		918.558752303046
38426	252	1	1	1	1	780000	980.834864846417
38426	252	1	2	4	2		980.834864846417
38426	252	2	1	1	1	600000	980.834864846417
38426	252	2	2	4	2		980.834864846417
38426	252	3	1	1	1	1000000	980.834864846417
38426	252	3	2	1	1	900000	980.834864846417
38427	252	1	1	1	1	300000	918.558752303046
38427	252	1	2	5	2		918.558752303046
38427	252	1	3	4	2		918.558752303046
38428	252	1	1	4	1	80000	779.496438321691
38428	252	1	2	1	1	737700	779.496438321691
38428	252	2	1	4	2		779.496438321691
38428	252	2	2	1	1	780000	779.496438321691
38429	252	1	1	1	1	400000	646.281664586988
38429	252	1	2	4	2		646.281664586988
38430	252	1	1	1	1	750000	1559.3674183233
38430	252	1	2	4	2		1559.3674183233
38430	252	1	3	3	2		1559.3674183233
38430	252	2	1	1	1	750000	1559.3674183233
38430	252	2	2	4	2		1559.3674183233
38431	252	1	1	4	2		633.708056529632
38431	252	1	2	4	2		633.708056529632
38431	252	1	3	5	2		633.708056529632
38432	252	1	1	1	1	750000	1142.50251169499
38432	252	1	2	1	2		1142.50251169499
38433	252	1	1	1	1	1400000	845.644705004533
38433	252	1	2	1	1	800000	845.644705004533
38433	252	1	3	2	2		845.644705004533
38433	252	1	4	4	2		845.644705004533
38434	252	1	1	1	1	737700	1000.48443182445
38435	252	1	1	1	1	750000	1263.54433076298
38435	252	1	2	4	2		1263.54433076298
38436	252	1	1	1	1	900000	1131.30993681028
38436	252	1	2	4	2		1131.30993681028
38437	252	1	1	1	1	300000	775.946319497977
38438	252	1	1	1	1	900000	1142.50251169499
38438	252	1	2	2	2		1142.50251169499
38439	252	1	1	4	2		775.946319497977
38440	252	1	1	1	1	60000	646.281664586988
38440	252	1	2	4	2		646.281664586988
38441	252	1	1	1	1	730000	1753.38999200957
38441	252	1	2	4	2		1753.38999200957
38442	252	1	1	6	99		1647.57962446943
38442	252	1	2	6	99		1647.57962446943
38442	252	1	5	4	99		1647.57962446943
38443	252	1	1	1	99		1632.13386826436
38443	252	1	3	2	99		1632.13386826436
38444	252	1	1	1	1	200000	1824.29009769803
38444	252	1	2	1	1	737000	1824.29009769803
38445	252	1	1	4	99		1246.14115435296
38445	252	1	2	4	99		1246.14115435296
38445	252	1	3	1	99		1246.14115435296
38446	252	1	1	5	99		1247.9543972283
38447	252	1	1	1	2		1486.33876637599
38447	252	1	2	4	2		1486.33876637599
38447	252	1	3	6	99		1486.33876637599
38448	252	1	1	4	2		989.03540139076
38448	252	1	2	4	99		989.03540139076
38449	252	1	1	3	99		2083.92835643757
38449	252	1	2	4	99		2083.92835643757
38450	252	1	1	5	1	683000	1753.38999200957
38450	252	1	2	4	1	730000	1753.38999200957
38451	252	1	1	1	1	700000	1389.40375046398
38451	252	1	2	4	2		1389.40375046398
38451	252	1	3	1	1	700000	1389.40375046398
38452	252	1	1	1	1	1100000	2030.15426199823
38452	252	1	2	1	1	730000	2030.15426199823
38453	252	1	1	2	2		1652.46008558612
38453	252	1	2	1	1	300000	1652.46008558612
38453	252	1	3	3	2		1652.46008558612
38454	252	1	1	1	1	600000	1417.25190356287
38455	252	1	1	1	1	600000	1996.12010980994
38456	252	1	1	6	2		1158.33290772533
38456	252	1	2	6	2		1158.33290772533
38457	252	1	1	1	99		1338.82986209728
38457	252	1	2	4	2		1338.82986209728
38457	252	2	1	1	99		1338.82986209728
38457	252	2	2	4	2		1338.82986209728
38458	252	1	1	4	2		1611.80765094259
38459	252	1	1	1	99		1561.23376257589
38459	252	1	2	4	2		1561.23376257589
38460	252	1	1	1	1	900000	2030.15426199823
38460	252	1	2	6	1	800000	2030.15426199823
38461	252	1	1	6	2		1335.76264385593
38461	252	1	2	1	1	730000	1335.76264385593
38462	252	1	1	1	1	790000	1594.68163969347
38463	252	1	1	6	2		1942.3460153706
38464	252	1	1	1	99		1594.68163969347
38465	252	1	1	1	1	890000	582.515791349384
38466	252	1	1	4	2		396.169332202571
38467	252	1	1	1	1	1200000	570.270552883511
38467	252	1	2	1	1	960000	570.270552883511
38467	252	1	3	1	1	1350000	570.270552883511
38467	252	1	4	3	2		570.270552883511
38468	252	1	1	5	1	750000	296.809711104826
38468	252	1	2	4	2		296.809711104826
38469	252	1	1	1	99		337.022352869258
38469	252	1	2	4	2		337.022352869258
38469	252	1	3	6	99		337.022352869258
38469	252	1	4	1	99		337.022352869258
38470	252	1	1	1	99		780.929277797064
38470	252	1	2	1	99		780.929277797064
38471	252	1	1	6	99		376.290949436665
38471	252	1	2	1	99		376.290949436665
38472	252	1	1	1	99		654.856986735879
38472	252	1	2	1	99		654.856986735879
38473	252	1	1	4	2		364.624355834331
38473	252	1	2	2	2		364.624355834331
38474	252	1	1	4	99		762.97280181608
38474	252	1	2	1	99		762.97280181608
38474	252	1	3	1	99		762.97280181608
38475	252	1	1	1	99		698.512627196099
38475	252	1	2	1	99		698.512627196099
38476	252	1	1	1	99		337.022352869258
38476	252	1	2	1	99		337.022352869258
38476	252	1	3	1	99		337.022352869258
38477	252	1	1	1	1	1200000	615.979187602705
38477	252	1	2	1	1	2000000	615.979187602705
38478	252	1	1	1	1	1000000	570.270552883511
38478	252	1	2	4	2		570.270552883511
38478	252	1	3	4	2		570.270552883511
38478	252	1	4	2	2		570.270552883511
38481	252	1	1	1	1	300000	406.633641936778
38481	252	1	2	4	1	150000	406.633641936778
38481	252	1	3	1	1	736000	406.633641936778
38481	252	1	4	6	1	650000	406.633641936778
38482	252	1	1	1	1	700000	562.382425987554
38482	252	1	2	4	2		562.382425987554
38483	252	1	1	1	1	600000	543.954734269488
38483	252	1	2	4	2		543.954734269488
38483	252	1	3	1	1	200000	543.954734269488
38484	252	1	1	6	1	500000	320.293853245072
38484	252	2	1	6	1	400000	320.293853245072
38485	252	1	1	1	1	2000000	297.759509495256
38485	252	1	2	1	1	2000000	297.759509495256
38486	252	1	1	4	1	2500000	319.661261534353
38486	252	1	2	4	2		319.661261534353
38486	252	1	3	1	1	2000000	319.661261534353
38486	252	1	4	4	2		319.661261534353
38487	252	1	1	5	1	1000000	296.067100425757
38487	252	1	2	4	2		296.067100425757
38488	252	1	1	1	2		982.141576728002
38488	252	1	2	1	1	1000000	982.141576728002
38488	252	1	3	1	1	1200000	982.141576728002
38489	252	1	1	1	1	800000	660.48549668331
38489	252	1	2	1	1	1000000	660.48549668331
38489	252	1	3	1	1	700000	660.48549668331
38490	252	1	1	6	1	1000000	601.70956273029
38490	252	1	2	6	2		601.70956273029
38490	252	1	3	1	1	2000000	601.70956273029
38490	252	1	4	5	2		601.70956273029
38490	252	1	6	1	1	2000000	601.70956273029
38490	252	1	7	1	1	700000	601.70956273029
38490	252	1	9	2	2		601.70956273029
38490	252	1	10	4	2		601.70956273029
38491	252	1	1	4	2		1346.43492861973
38491	252	1	2	2	2		1346.43492861973
38491	252	1	3	2	2		1346.43492861973
38492	252	1	1	1	1	1000000	1054.56189319314
38493	252	1	1	1	1	700000	857.473709247185
38493	252	1	2	1	1	700000	857.473709247185
38493	252	1	3	1	2		857.473709247185
38494	252	1	1	6	1	600000	456.754335660517
38494	252	1	2	1	1	1200000	456.754335660517
38494	252	1	3	1	1	600000	456.754335660517
38494	252	1	5	5	2		456.754335660517
38495	252	1	1	1	1	737717	582.395654190833
38495	252	1	2	1	1	600000	582.395654190833
38495	252	1	3	6	1	2000000	582.395654190833
38496	252	1	1	1	1	1300000	582.395654190833
38496	252	1	2	1	1	700000	582.395654190833
38496	252	1	3	4	1	700000	582.395654190833
38497	252	1	1	2	2		490.12973087942
38497	252	1	2	2	2		490.12973087942
38498	252	1	1	1	1	1000000	1132.60174999458
38498	252	1	2	1	1	900000	1132.60174999458
38499	252	1	1	1	1	1000000	529.174652125658
38499	252	1	2	4	1	130000	529.174652125658
38500	252	1	1	2	1	1500000	896.568616184465
38500	252	1	2	4	2		896.568616184465
38501	252	1	1	1	1	800000	818.478773691989
38501	252	1	2	1	1	800000	818.478773691989
38502	252	1	1	1	1	800000	968.938946958565
38503	252	1	1	4	1	700000	980.064401301469
38504	252	1	1	4	1	700000	980.064401301469
38505	252	1	1	2	2		1054.56189319314
38506	252	1	1	6	1	700000	1143.72720433748
38506	252	1	2	5	2		1143.72720433748
38507	252	1	1	4	1	1000	979.040964560927
38507	252	1	2	4	2		979.040964560927
38507	252	1	3	1	1	815000	979.040964560927
38508	252	1	1	2	2		1171.64667124082
38508	252	1	2	4	2		1171.64667124082
38509	252	1	1	6	2		1132.60174999458
38509	252	1	2	4	2		1132.60174999458
38510	252	1	1	4	2		732.85582745741
38510	252	1	2	1	1	700000	732.85582745741
38511	252	1	1	4	1	800000	980.064401301469
38512	252	1	1	4	1	1500000	445.449545078565
38512	252	1	2	6	1	2000000	445.449545078565
38512	252	1	3	6	2		445.449545078565
38512	252	1	4	3	2		445.449545078565
38512	252	1	6	6	2		445.449545078565
38512	252	1	7	6	99		445.449545078565
38513	252	1	1	4	1	200000	743.981281800313
38513	252	1	2	1	1	300000	743.981281800313
38514	252	1	1	4	2		726.212850380575
38515	252	1	1	6	1	400000	980.064401301469
38516	252	1	1	1	1	800000	857.523694938227
38516	252	1	2	4	1	800000	857.523694938227
38517	252	1	1	1	1	800000	618.339963269997
38517	252	1	2	4	2		618.339963269997
38517	252	2	1	1	1	800000	618.339963269997
38518	252	1	1	4	1	2000000	726.212850380575
38519	252	1	1	1	1	700000	654.815970655975
38520	252	1	1	1	1	700000	1093.55682874834
38520	252	1	2	1	2		1093.55682874834
38521	252	1	1	1	1	200000	815.378161524913
38521	252	1	2	4	2		815.378161524913
38522	252	1	1	4	1	150000	445.449545078565
38522	252	1	2	6	1	500000	445.449545078565
38522	252	1	3	6	2		445.449545078565
38523	252	1	1	1	1	700000	1054.56189319314
38524	252	1	1	1	1	700000	1054.56189319314
38525	252	1	1	4	1	2000000	688.713406254056
38525	252	1	2	4	1	400000	688.713406254056
38525	252	1	3	6	1	2000000	688.713406254056
38525	252	1	4	2	2		688.713406254056
38525	252	1	5	4	2		688.713406254056
38526	252	1	1	6	1	3000000	979.040964560927
38526	252	1	2	1	1	2000000	979.040964560927
38526	252	1	3	6	1	200000	979.040964560927
38527	252	1	1	1	1	2000000	1054.56189319314
38528	252	1	1	1	1	1000000	1093.55682874834
38528	252	1	2	1	1	700000	1093.55682874834
38529	252	1	1	1	1	1100000	857.523694938227
38529	252	1	2	1	1	900000	857.523694938227
38530	252	1	1	6	1	600000	1093.55682874834
38530	252	1	2	4	2		1093.55682874834
38531	252	1	1	4	2		1067.01467429439
38531	252	1	2	1	1	4000000	1067.01467429439
38532	252	1	1	2	2		1251.16133916279
38532	252	1	2	4	2		1251.16133916279
38533	252	1	1	2	1	200000	940.986931120564
38533	252	1	2	4	2		940.986931120564
38533	252	1	3	1	1	1000000	940.986931120564
38533	252	1	4	1	1	800000	940.986931120564
38534	252	1	1	4	1	200000	691.748991401404
38534	252	1	2	1	1	300000	691.748991401404
38534	252	1	3	1	1	800000	691.748991401404
38534	252	1	4	2	2		691.748991401404
38534	252	1	5	1	1	400000	691.748991401404
38534	252	1	6	3	2		691.748991401404
38535	252	1	1	1	1	200000	854.732045752338
38535	252	1	2	1	1	200000	854.732045752338
38535	252	1	4	1	1	200000	854.732045752338
38535	252	1	5	1	1	200000	854.732045752338
38536	252	1	1	1	1	1000000	1054.13487943419
38537	252	1	1	1	2		425.711419753089
38537	252	1	2	6	1	1500000	425.711419753089
38537	252	1	3	3	2		425.711419753089
38538	252	1	1	1	1	150000	620.574835904508
38539	252	1	1	1	1	700000	1007.43354070092
38539	252	1	2	1	1	700000	1007.43354070092
38540	252	1	1	1	1	700000	2003.49592100302
38540	252	1	2	3	2		2003.49592100302
38541	252	1	1	1	1	700000	1807.71236200267
38541	252	1	2	1	1	700000	1807.71236200267
38542	252	1	1	4	1	300000	760.900713608918
38542	252	1	2	3	1	300000	760.900713608918
38542	252	1	3	1	1	900000	760.900713608918
38543	252	1	1	1	1	1000000	437.846510706487
38543	252	1	2	1	1	1500000	437.846510706487
38543	252	1	3	1	1	1200000	437.846510706487
38543	252	1	4	3	1	300000	437.846510706487
38544	252	1	1	1	1	2000000	1252.61367733279
38544	252	1	2	1	1	2000000	1252.61367733279
38544	252	1	3	3	2		1252.61367733279
38544	252	1	5	1	1	600000	1252.61367733279
38545	252	1	1	1	1	1000000	725.395096332348
38545	252	1	2	3	2		725.395096332348
38546	252	1	1	6	2		534.100639365633
38546	252	1	2	1	1	700000	534.100639365633
38546	252	1	3	1	1	700000	534.100639365633
38546	252	1	4	4	2		534.100639365633
38547	252	1	1	6	1	60000	851.422839506177
38547	252	1	2	1	1	200000	851.422839506177
38547	252	1	3	1	1	300000	851.422839506177
38547	252	1	4	1	1	200000	851.422839506177
38547	252	1	5	1	1	200000	851.422839506177
38547	252	1	6	1	1	400000	851.422839506177
38548	252	1	1	1	1	700000	1251.16133916279
38548	252	1	2	1	1	700000	1251.16133916279
38549	252	1	1	6	2		650.129139248542
38549	252	1	2	6	2		650.129139248542
38550	252	1	1	1	1	1000000	660.128382539463
38550	252	1	2	4	2		660.128382539463
38551	252	1	1	1	1	700000	706.829721272733
38552	252	1	1	4	1	1600000	1413.65944254547
38553	252	1	1	1	1	1600000	1300.25827849708
38553	252	1	2	4	2		1300.25827849708
38554	252	1	1	4	2		343.286179418626
38554	252	1	2	1	1	1200000	343.286179418626
38555	252	1	1	6	2		389.115829499851
38555	252	1	2	1	1	3000000	389.115829499851
38555	252	1	3	3	2		389.115829499851
38556	252	1	1	1	1	344000	337.498181910036
38556	252	1	2	1	1	800000	337.498181910036
38557	252	1	1	5	2		326.243375747729
38557	252	1	2	4	2		326.243375747729
38558	252	1	1	4	2		381.573851763673
38559	252	1	1	1	1	850000	371.922599550157
38560	252	1	1	1	2		385.317673782151
38561	252	1	1	1	1	700000	389.115829499851
38561	252	1	2	4	2		389.115829499851
38561	252	1	3	6	2		389.115829499851
38563	252	1	1	1	1	800000	318.853289984917
38563	252	1	2	1	1	700000	318.853289984917
38563	252	1	3	1	1	1000000	318.853289984917
38563	252	1	5	2	2		318.853289984917
38564	252	1	1	1	1	500000	372.799589663951
38564	252	1	2	1	1	400000	372.799589663951
38565	252	1	1	1	1	500000	323.829396366939
38566	252	1	1	4	1	300000	402.753621450596
38566	252	1	2	4	1	120000	402.753621450596
38567	252	1	1	1	1	1200000	348.752988072342
38567	252	1	2	1	1	300000	348.752988072342
38568	252	1	1	4	1	300000	381.573851763673
38569	252	1	1	5	1	180000	453.93064749909
38569	252	1	2	1	1	600000	453.93064749909
38569	252	1	3	6	1	500000	453.93064749909
38570	252	1	1	4	1	300000	374.117201319066
38570	252	1	2	2	2		374.117201319066
38570	252	1	3	4	2		374.117201319066
38571	252	1	1	1	1	700000	271.420085954902
38571	252	1	3	6	2		271.420085954902
38571	252	1	5	5	1	150000	271.420085954902
38572	252	1	1	4	1	350000	416.97967394718
38572	252	1	2	1	1	1200000	416.97967394718
38572	252	1	3	4	2		416.97967394718
38572	252	1	4	1	1	700000	416.97967394718
38572	252	1	5	3	2		416.97967394718
38572	252	1	6	4	2		416.97967394718
38573	252	1	1	1	1	1800000	360.007794234648
38573	252	1	2	6	2		360.007794234648
38574	252	1	1	1	1	200000	389.115829499851
38574	252	1	2	4	2		389.115829499851
38574	252	1	3	1	1	300000	389.115829499851
38575	252	1	1	1	1	1000000	295.192976235409
38575	252	1	2	4	2		295.192976235409
38576	252	1	1	1	1	120000	381.573851763673
38577	252	1	1	1	1	750000	337.498181910036
38577	252	1	2	1	1	750000	337.498181910036
38578	252	1	1	1	1	600000	296.343677660304
38578	252	1	2	4	2		296.343677660304
38578	252	1	4	1	1	400000	296.343677660304
38578	252	1	5	4	2		296.343677660304
38579	252	1	1	4	2		328.778253509534
38579	252	1	2	6	1	60000	328.778253509534
38579	252	1	3	4	2		328.778253509534
38579	252	1	4	1	1	700000	328.778253509534
38579	252	1	7	1	2		328.778253509534
38580	252	1	1	4	1	120000	381.573851763673
38581	252	1	1	1	1	200000	312.848301515735
38581	252	1	5	1	1	100000	312.848301515735
38582	252	1	1	1	1	1500000	344.622878211763
38582	252	1	2	1	1	1080000	344.622878211763
38582	252	1	3	5	2		344.622878211763
38582	252	1	4	4	2		344.622878211763
38583	252	1	1	4	2		385.591385093253
38583	252	1	2	1	1	700000	385.591385093253
38584	252	1	1	1	1	2200000	337.498181910036
38584	252	1	2	1	1	750000	337.498181910036
38585	252	1	1	1	1	750000	337.498181910036
38585	252	1	2	4	2		337.498181910036
38586	252	1	1	2	2		348.752988072342
38586	252	1	2	1	1	1000000	348.752988072342
38587	252	1	1	1	1	680000	348.752988072342
38587	252	1	2	4	2		348.752988072342
38588	252	1	1	4	1	120000	345.009166053863
38588	252	1	2	5	2		345.009166053863
38589	252	1	1	1	1	600000	372.41330182185
38589	252	1	2	4	2		372.41330182185
38589	252	1	3	2	2		372.41330182185
38589	252	1	4	1	1	350000	372.41330182185
38590	252	1	1	4	1	730000	331.757661945218
38591	252	1	1	1	1	730000	352.937431632142
38591	252	1	2	4	1	3000000	352.937431632142
38592	252	1	1	1	1	800000	417.365961789281
38592	252	1	2	4	2		417.365961789281
38592	252	1	3	6	2		417.365961789281
38592	252	1	4	4	1	120000	417.365961789281
38593	252	1	1	2	1	700000	348.752988072342
38593	252	1	2	1	1	500000	348.752988072342
38594	252	1	1	2	1	40000	395.969201141765
38595	252	1	1	2	1	600000	323.829396366939
38596	252	1	1	1	1	1000000	348.752988072342
38596	252	1	2	1	1	2000000	348.752988072342
38597	252	1	1	1	1	200000	294.806688393308
38597	252	1	2	4	2		294.806688393308
38597	252	1	3	3	2		294.806688393308
38597	252	1	4	3	2		294.806688393308
38598	252	1	1	4	2		381.573851763673
38599	252	1	1	4	1	320000	257.298447887911
38599	252	1	2	4	2		257.298447887911
38599	252	1	3	1	1	700000	257.298447887911
38599	252	1	4	3	2		257.298447887911
38600	252	1	1	2	2		360.007794234648
38600	252	1	2	2	2		360.007794234648
38601	252	1	1	1	1	200000	297.189674181748
38601	252	1	2	1	1	200000	297.189674181748
38601	252	1	3	1	1	150000	297.189674181748
38602	252	1	1	1	1	1200000	283.938170073102
38602	252	1	2	4	2		283.938170073102
38603	252	1	1	1	1	750000	348.752988072342
38603	252	1	2	1	1	750000	348.752988072342
38604	252	1	1	1	1	1000000	384.054395826257
38604	252	1	2	1	1	1000000	384.054395826257
38605	252	1	1	4	2		381.573851763673
38606	252	1	1	1	2		296.729965502405
38606	252	1	2	4	2		296.729965502405
38607	252	1	1	4	1	60000	369.055767645472
38607	252	1	2	1	1	100000	369.055767645472
38608	252	1	1	1	1	500000	348.752988072342
38608	252	1	2	1	1	150000	348.752988072342
38609	252	1	1	3	2		360.66779338785
38611	252	1	1	2	2		312.574590204633
38612	252	1	1	1	2		381.573851763673
38613	252	1	1	4	2		374.062867619845
38614	252	1	1	4	2		254.038471985677
38614	252	1	2	1	1	500000	254.038471985677
38614	252	1	3	3	2		254.038471985677
38614	252	1	5	5	2		254.038471985677
38615	252	1	1	1	1	600000	268.166966208116
38615	252	1	2	6	2		268.166966208116
38615	252	1	3	6	2		268.166966208116
38615	252	1	4	1	1	150000	268.166966208116
38615	252	1	5	1	1	250000	268.166966208116
38615	252	1	6	1	2		268.166966208116
38616	252	1	1	1	1	1500000	347.875997958548
38618	252	1	1	4	1	60000	352.937431632142
38618	252	1	2	5	2		352.937431632142
38619	252	1	1	2	2		355.417975694726
38619	252	1	2	4	2		355.417975694726
38619	252	1	4	5	1	120000	355.417975694726
38620	252	1	1	4	2		347.875997958548
38621	252	1	1	1	2		381.573851763673
38623	252	1	1	1	2		389.115829499851
38623	252	1	2	4	2		389.115829499851
38623	252	1	3	1	1	300000	389.115829499851
38624	252	1	1	1	1	200000	323.829396366939
38625	252	1	1	1	1	150000	360.007794234648
38625	252	1	2	4	2		360.007794234648
38626	252	1	1	1	1	200000	347.489710116447
38626	252	1	2	1	1	200000	347.489710116447
38626	252	1	3	1	1	350000	347.489710116447
38628	252	1	1	1	1	300000	467.275319384807
38629	252	1	1	1	1	733000	398.417990313925
38629	252	1	2	4	2		398.417990313925
38630	252	1	1	1	1	600000	416.666600698192
38630	252	1	2	4	2		416.666600698192
38630	252	1	3	1	1	737171	416.666600698192
38631	252	1	1	4	2		451.513801720705
38631	252	1	2	3	2		451.513801720705
38631	252	1	3	3	2		451.513801720705
38632	252	1	1	5	1	1000000	330.957904092618
38632	252	1	2	1	1	1200000	330.957904092618
38633	252	1	1	4	2		441.970960041499
38633	252	1	2	1	1	600000	441.970960041499
38635	252	1	1	1	1	2000000	494.118573085705
38635	252	1	2	1	1	2500000	494.118573085705
38636	252	1	1	4	2		253.572771655212
38636	252	1	2	1	1	2000000	253.572771655212
38636	252	1	3	2	2		253.572771655212
38636	252	1	4	2	2		253.572771655212
38637	252	1	1	4	2		344.63747316162
38637	252	1	2	3	2		344.63747316162
38638	252	1	1	4	1	200000	261.246717188731
38638	252	1	3	5	2		261.246717188731
38640	252	1	1	1	1	3000000	453.332588477816
38641	252	1	1	1	1	1200000	478.121063384017
38642	252	1	1	1	1	420000	512.189218131434
38642	252	1	7	2	2		512.189218131434
38643	252	1	1	5	1	9999999	238.09114639063
38643	252	1	2	4	1	999999	238.09114639063
38644	252	1	1	1	1	800000	467.275319384807
38645	252	1	1	1	1	3000000	238.09114639063
38645	252	1	2	4	2		238.09114639063
38646	252	1	1	5	1	1200000	238.09114639063
38646	252	1	2	5	1	1200000	238.09114639063
38647	252	1	1	2	2		225.950471679219
38647	252	1	2	4	2		225.950471679219
38647	252	1	3	2	2		225.950471679219
38647	252	1	5	3	2		225.950471679219
38649	252	1	1	1	1	999999	439.653019408814
38650	252	1	1	6	1	2500000	642.963804727038
38650	252	1	2	6	1	1200000	642.963804727038
38651	252	1	1	1	2		983.601264906038
38652	252	1	1	4	1	800000	635.588438921444
38653	252	1	1	1	1	733000	476.182292781261
38653	252	1	2	2	2		476.182292781261
38654	252	1	1	1	1	400000	1301.12282443664
38654	252	1	4	3	1	750000	1301.12282443664
38655	252	1	1	1	1	1000000	1065.17323412182
38655	252	1	2	1	1	1400000	1065.17323412182
38656	252	1	1	2	2		548.068242325489
38656	252	1	2	3	2		548.068242325489
38656	252	1	5	3	2		548.068242325489
38656	252	1	6	3	2		548.068242325489
38657	252	1	1	1	1	850000	1114.65682453266
38657	252	1	2	1	1	737717	1114.65682453266
38658	252	1	1	1	1	950000	685.430362864803
38659	252	1	1	1	1	300000	716.009134977664
38660	252	1	1	4	2		539.858458118575
38660	252	1	2	4	2		539.858458118575
38660	252	1	3	4	2		539.858458118575
38660	252	1	4	1	1	700000	539.858458118575
38660	252	1	5	4	2		539.858458118575
38661	252	1	1	6	1	1100000	884.983020730793
38661	252	1	2	4	2		884.983020730793
38661	252	1	5	3	2		884.983020730793
38662	252	1	1	4	2		896.967732339843
38662	252	1	2	1	1	750000	896.967732339843
38663	252	1	1	1	1	1000000	1114.65682453266
38663	252	1	2	1	1	737717	1114.65682453266
38664	252	1	1	4	2		481.893835603666
38664	252	1	2	1	1	800000	481.893835603666
38665	252	1	1	5	2		758.15353697295
38665	252	1	2	5	1	900000	758.15353697295
38665	252	1	3	4	2		758.15353697295
38665	252	1	4	6	2		758.15353697295
38665	252	1	5	4	2		758.15353697295
38666	252	1	1	4	1	2000000	1186.61937913304
38666	252	1	2	4	1	2000000	1186.61937913304
38666	252	1	3	1	1	1500000	1186.61937913304
38667	252	1	1	1	1	3000000	715.590053251038
38667	252	1	2	4	2		715.590053251038
38667	252	1	3	4	2		715.590053251038
38667	252	1	4	1	1	2500000	715.590053251038
38667	252	1	5	4	1	1800000	715.590053251038
38667	252	1	6	4	2		715.590053251038
38668	252	1	1	1	1	5000000	1054.94045715181
38668	252	1	2	4	2		1054.94045715181
38669	252	1	1	4	1	1000000	456.627101486231
38669	252	1	2	4	2		456.627101486231
38670	252	1	1	4	1	300000	656.780716801977
38671	252	1	1	1	1	1600000	711.19252187155
38671	252	1	2	4	2		711.19252187155
38671	252	1	3	2	2		711.19252187155
38672	252	1	1	1	1	3000000	1054.94045715181
38672	252	1	2	4	2		1054.94045715181
38673	252	1	1	4	1	200000	838.818312982889
38674	252	1	1	1	1	500000	556.51816428701
38674	252	1	2	4	2		556.51816428701
38674	252	1	3	1	1	300000	556.51816428701
38674	252	1	4	4	2		556.51816428701
38675	252	1	1	1	1	600000	1206.40479584841
38675	252	1	2	4	2		1206.40479584841
38676	252	1	1	1	1	700000	1145.71377834824
38676	252	1	2	4	2		1145.71377834824
38677	252	1	1	4	1	150000	838.818312982889
