DIRECTORIO	NRO_ENCUESTA	HOGAR_NUMERO	PERSONA_NUMERO	P606	P203	P203S1	FEX_P
41663	252	1	2	1	1	200000	627.725367620159
41664	252	1	1	1	1	600000	756.425557807563
41664	252	1	2	4	2		756.425557807563
41665	252	1	1	1	1	650000	701.789916036675
41665	252	1	2	4	2		701.789916036675
41666	252	1	1	4	1	70000	338.157630042323
41666	252	1	2	5	1	70000	338.157630042323
41667	252	1	1	1	1	800000	663.664806423285
41668	252	1	1	1	1	300000	701.789916036675
41668	252	1	2	4	2		701.789916036675
41669	252	1	1	4	2		470.055028035844
41669	252	1	2	4	1	150000	470.055028035844
41671	252	1	1	1	1	600000	591.785928817034
41671	252	1	2	4	2		591.785928817034
41671	252	1	3	3	2		591.785928817034
41673	252	1	1	1	1	900000	682.361009391047
41673	252	1	2	3	2		682.361009391047
41674	252	1	1	5	1	500000	396.085411495052
41674	252	1	2	4	2		396.085411495052
41674	252	1	3	2	2		396.085411495052
41675	252	1	1	1	1	1600000	665.85047723355
41675	252	1	2	4	2		665.85047723355
41675	252	1	3	3	2		665.85047723355
41676	252	1	1	4	1	70000	302.868512485278
41676	252	1	2	5	1	70000	302.868512485278
41676	252	1	3	1	1	100000	302.868512485278
41678	252	1	1	1	1	700000	701.789916036675
41678	252	1	2	4	2		701.789916036675
41679	252	1	1	1	1	300000	827.197966542237
41680	252	1	1	1	1	200000	492.535829944796
41681	252	1	1	1	1	600000	565.867674683446
41681	252	1	2	4	2		565.867674683446
41684	252	1	1	1	1	800000	682.361009391047
41684	252	1	2	1	1	600000	682.361009391047
41685	252	1	1	4	1	70000	451.358825068082
41686	252	1	1	1	1	500000	492.535829944796
41687	252	1	1	1	1	500000	627.725367620159
41687	252	1	2	3	2		627.725367620159
41688	252	1	1	1	1	1500000	451.358825068082
41689	252	1	1	1	2		566.717777975639
41689	252	1	2	2	2		566.717777975639
41690	252	1	1	2	2		569.149922251808
41690	252	1	2	4	2		569.149922251808
41690	252	1	3	4	2		569.149922251808
41690	252	1	4	2	2		569.149922251808
41695	252	1	1	1	1	400000	516.619566504959
41695	252	1	2	1	1	200000	516.619566504959
41695	252	1	4	1	1	50000	516.619566504959
41696	252	1	1	1	1	740000	780.929277797064
41696	252	1	2	1	99		780.929277797064
41697	252	1	1	4	99		759.309414518259
41697	252	1	2	1	99		759.309414518259
41698	252	1	1	4	99		566.717777975639
41698	252	1	2	1	99		566.717777975639
41699	252	1	1	1	99		780.929277797064
41699	252	1	2	1	99		780.929277797064
41700	252	1	1	1	99		841.726065119224
41700	252	1	2	1	99		841.726065119224
41701	252	1	1	6	1	737000	376.290949436665
41701	252	1	2	4	2		376.290949436665
41702	252	1	1	1	99		867.42522959846
41702	252	1	2	1	99		867.42522959846
41702	252	1	3	2	99		867.42522959846
41703	252	1	1	6	99		548.078051819523
41704	252	1	1	1	99		698.512627196099
41704	252	1	2	4	2		698.512627196099
41705	252	1	1	1	99		634.052452576117
41706	252	1	1	4	1	4000000	486.733271650843
41706	252	1	2	1	1	1000000	486.733271650843
41706	252	1	3	1	1	400000	486.733271650843
41706	252	1	4	1	99		486.733271650843
41707	252	1	1	1	99		658.520374033701
41707	252	1	2	1	99		658.520374033701
41707	252	1	3	3	99		658.520374033701
41708	252	1	1	1	1	9999	376.290949436665
41708	252	1	2	4	99		376.290949436665
41709	252	1	1	4	99		462.265350193259
41709	252	1	2	3	99		462.265350193259
41710	252	1	1	1	99		716.469103177083
41711	252	1	1	1	99		799.301667680657
41712	252	1	1	1	99		780.929277797064
41712	252	1	2	4	2		780.929277797064
41713	252	1	1	2	2		716.469103177083
41714	252	1	1	4	99		376.290949436665
41714	252	1	2	1	99		376.290949436665
41715	252	1	1	2	2		615.979187602705
41715	252	1	2	4	2		615.979187602705
41717	252	1	1	1	99		582.515791349384
41718	252	1	1	1	1	500000	663.934305599049
41718	252	1	2	6	2		663.934305599049
41719	252	1	1	1	1	450000	728.942678220611
41719	252	1	2	4	2		728.942678220611
41720	252	1	1	1	1	1000000	550.970814981143
41720	252	1	2	1	1	780000	550.970814981143
41721	252	1	1	1	1	450000	381.034497462435
41721	252	1	2	2	2		381.034497462435
41721	252	1	3	3	2		381.034497462435
41722	252	1	1	1	99		698.512627196099
41722	252	1	2	4	2		698.512627196099
41723	252	1	1	2	2		780.929277797064
41723	252	1	2	2	2		780.929277797064
41724	252	1	1	1	99		762.97280181608
41724	252	1	2	1	99		762.97280181608
41724	252	1	3	3	2		762.97280181608
41725	252	1	1	1	99		440.751124056647
41725	252	1	2	4	2		440.751124056647
41725	252	1	3	1	1	780000	440.751124056647
41726	252	1	1	4	99		667.090904557588
41727	252	1	1	1	1	750000	550.970814981143
41727	252	1	2	4	2		550.970814981143
41728	252	1	1	1	1	738000	381.117821628756
41728	252	1	2	4	2		381.117821628756
41728	252	1	3	2	2		381.117821628756
41728	252	1	4	1	1	1000000	381.117821628756
41731	252	1	1	1	1	450000	500.126100710534
41732	252	1	1	1	1	700000	483.156170251638
41732	252	1	2	3	2		483.156170251638
41734	252	1	1	6	2		396.169332202571
41735	252	1	1	5	2		375.877561221427
41735	252	1	2	5	2		375.877561221427
41735	252	1	3	1	1	770000	375.877561221427
41735	252	1	6	5	2		375.877561221427
41736	252	1	1	4	2		531.32215699711
41736	252	1	2	1	1	900000	531.32215699711
41736	252	1	3	1	1	980000	531.32215699711
41736	252	1	4	3	2		531.32215699711
41737	252	1	1	1	99		698.512627196099
41737	252	1	2	2	99		698.512627196099
41738	252	1	1	1	1	900000	487.880862244662
41738	252	1	2	1	1	700000	487.880862244662
41738	252	1	3	1	1	800000	487.880862244662
41738	252	1	4	1	1	700000	487.880862244662
41739	252	1	1	1	1	800000	483.156170251638
41739	252	1	2	1	1	750000	483.156170251638
41744	252	1	1	1	1	1800000	615.979187602705
41744	252	1	2	1	1	500000	615.979187602705
41746	252	1	1	5	2		265.835538539387
41746	252	1	2	4	2		265.835538539387
41746	252	1	3	1	1	650000	265.835538539387
41746	252	1	4	1	1	440000	265.835538539387
41747	252	1	1	1	1	2500000	662.119146677601
41747	252	1	2	4	1	1000	662.119146677601
41748	252	1	1	4	1	120000	424.111537901587
41748	252	1	2	4	2		424.111537901587
41748	252	1	3	2	2		424.111537901587
41748	252	1	4	5	2		424.111537901587
41753	252	1	1	1	2		469.223207488514
41753	252	1	2	1	2		469.223207488514
41753	252	1	3	1	2		469.223207488514
41753	252	1	4	1	2		469.223207488514
41753	252	1	5	3	2		469.223207488514
41754	252	1	1	4	1	650000	331.0595733388
41754	252	1	2	4	2		331.0595733388
41755	252	1	1	2	2		510.071546912631
41755	252	1	2	1	99		510.071546912631
41756	252	1	1	6	1	1200000	377.114118055372
41756	252	1	2	4	2		377.114118055372
41756	252	1	3	1	1	1500000	377.114118055372
41757	252	1	1	4	1	1300000	377.114118055372
41757	252	1	2	4	2		377.114118055372
41757	252	1	3	3	2		377.114118055372
41759	252	1	1	1	99		607.294471390922
41759	252	1	2	4	2		607.294471390922
41759	252	1	3	1	1	400000	607.294471390922
41759	252	1	4	1	1	300000	607.294471390922
41759	252	1	5	1	99		607.294471390922
41759	252	1	6	1	99		607.294471390922
41759	252	1	7	4	2		607.294471390922
41760	252	1	1	1	1	500000	398.055910455906
41760	252	1	2	4	2		398.055910455906
41761	252	1	1	4	99		398.055910455906
41761	252	1	2	1	99		398.055910455906
41762	252	1	1	4	2		305.283973696009
41765	252	1	1	4	2		399.476605531182
41765	252	1	2	6	1	730000	399.476605531182
41765	252	1	3	1	99		399.476605531182
41765	252	1	4	6	1	1600000	399.476605531182
41765	252	1	6	4	2		399.476605531182
41766	252	1	1	1	99		331.0595733388
41766	252	1	2	4	2		331.0595733388
41767	252	1	1	1	99		401.749050425777
41767	252	1	3	1	2		401.749050425777
41768	252	1	1	1	1	900000	430.705032662606
41768	252	1	2	1	2		430.705032662606
41769	252	1	1	4	1	730000	440.324944955299
41769	252	2	1	1	1	800000	440.324944955299
41770	252	1	1	5	1	2000000	510.071546912631
41770	252	1	2	1	1	2000000	510.071546912631
41775	252	1	1	1	1	1300000	480.139308973321
41776	252	1	1	1	2		528.952090270183
41776	252	1	2	4	2		528.952090270183
41777	252	1	1	5	1	110000	415.034775111887
41778	252	1	1	1	1	737500	526.177972389981
41780	252	1	1	4	1	110000	380.33701726409
41781	252	1	1	4	2		604.960129417013
41783	252	1	1	1	1	1200000	637.40116390869
41783	252	1	2	1	1	800000	637.40116390869
41784	252	1	1	4	2		511.647978687932
41784	252	1	2	1	1	500000	511.647978687932
41784	252	1	3	1	1	620000	511.647978687932
41785	252	1	1	1	1	700000	650.998792833673
41787	252	1	1	5	1	110000	284.948154843302
41787	252	1	2	4	1	110000	284.948154843302
41788	252	1	1	1	1	737500	505.157837707783
41789	252	1	1	4	2		667.370539638859
41791	252	1	1	1	1	350000	588.588382611827
41792	252	1	1	1	2		574.990753686844
41792	252	1	2	4	2		574.990753686844
41793	252	1	1	1	2		623.803534983707
41793	252	1	2	1	1	300000	623.803534983707
41793	252	1	3	1	1	500000	623.803534983707
41794	252	1	1	1	99		415.034775111887
41795	252	1	1	1	2		577.764871567046
41795	252	1	2	4	2		577.764871567046
41795	252	1	3	3	2		577.764871567046
41796	252	1	1	4	2		724.830102864998
41796	252	1	2	2	2		724.830102864998
41797	252	1	1	1	1	500000	653.772910713876
41797	252	1	2	4	2		653.772910713876
41798	252	1	1	1	1	400000	449.317562706701
41798	252	1	2	4	2		449.317562706701
41798	252	2	1	1	99		449.317562706701
41798	252	2	2	4	2		449.317562706701
41799	252	1	1	1	1	700000	528.952090270183
41799	252	1	2	1	1	850000	528.952090270183
41800	252	1	1	2	2		429.149798560953
41800	252	1	2	1	1	400000	429.149798560953
41801	252	1	1	1	2		574.990753686844
41801	252	1	2	4	2		574.990753686844
41802	252	1	1	1	1	400000	480.139308973321
41803	252	1	1	1	1	640000	284.948154843302
41803	252	1	2	4	1	200000	284.948154843302
41804	252	1	1	5	2		493.179497007857
41804	252	1	2	4	2		493.179497007857
41804	252	1	3	1	1	500000	493.179497007857
41804	252	1	4	2	2		493.179497007857
41804	252	1	5	2	2		493.179497007857
41804	252	1	6	2	2		493.179497007857
41806	252	1	1	1	2		562.919925035811
41806	252	1	2	4	2		562.919925035811
41806	252	1	3	1	1	840000	562.919925035811
41806	252	1	4	1	1	710000	562.919925035811
41806	252	1	5	3	2		562.919925035811
41807	252	1	1	1	99		384.750446552532
41807	252	1	2	4	2		384.750446552532
41809	252	1	1	4	1	300000	664.293962639963
41810	252	1	1	1	99		653.772910713876
41810	252	1	2	4	2		653.772910713876
41812	252	1	1	1	99		702.585692010739
41812	252	1	2	4	2		702.585692010739
41812	252	1	3	3	2		702.585692010739
41813	252	1	1	5	1	110000	415.034775111887
41814	252	1	1	1	2		449.854980413966
41814	252	1	2	2	2		449.854980413966
41815	252	1	1	1	2		429.149798560953
41815	252	1	2	1	2		429.149798560953
41817	252	1	1	1	2		1118.47283765908
41818	252	1	1	1	2		559.236418829538
41819	252	1	1	1	1	800000	1177.17676522365
41820	252	1	1	1	2		1052.35594477996
41821	252	1	1	1	99		569.896309686605
41821	252	1	2	4	2		569.896309686605
41822	252	1	1	4	2		760.674034528181
41823	252	1	1	4	99		569.896309686605
41823	252	1	2	4	99		569.896309686605
41824	252	1	1	1	1	600000	1219.78190645908
41824	252	1	2	1	1	600000	1219.78190645908
41824	252	1	3	1	1	500000	1219.78190645908
41824	252	1	4	2	2		1219.78190645908
41825	252	1	1	1	2		1057.90418054037
41825	252	1	2	4	2		1057.90418054037
41826	252	1	1	1	99		1274.80232781738
41826	252	1	2	1	99		1274.80232781738
41827	252	1	1	1	2		492.972984432889
41828	252	1	1	1	1	750000	413.606470182864
41829	252	1	1	4	1	110000	352.001365739334
41833	252	1	1	1	2		1334.13616104033
41833	252	1	2	4	2		1334.13616104033
41834	252	1	1	4	2		569.896309686605
41834	252	1	2	4	2		569.896309686605
41838	252	1	1	1	1	1000000	456.511371090394
41838	252	1	2	4	2		456.511371090394
41839	252	1	1	1	1	1300000	379.06549762697
41840	252	1	1	1	1	785000	329.515027888102
41842	252	1	1	1	1	500000	480.305424677478
41844	252	1	1	1	99		275.783799619578
41844	252	1	2	4	1	120000	275.783799619578
41845	252	1	1	1	1	600000	430.75495493861
41846	252	1	1	5	2		329.515027888102
41848	252	1	1	1	2		340.721588456927
41848	252	1	2	3	2		340.721588456927
41850	252	1	1	1	1	1800000	342.023112514177
41850	252	1	2	1	1	1800000	342.023112514177
41851	252	1	1	1	1	786000	398.438656602056
41851	252	1	2	1	1	785000	398.438656602056
41852	252	1	1	1	99		444.003286464319
41853	252	1	1	1	1	500000	255.243713328142
41853	252	1	2	4	2		255.243713328142
41853	252	1	3	1	1	900000	255.243713328142
41853	252	1	4	4	2		255.243713328142
41854	252	1	1	4	1	730000	301.96689618808
41855	252	1	1	1	1	800000	482.757978733167
41855	252	1	2	1	1	800000	482.757978733167
41856	252	1	1	4	1	1000000	340.721588456927
41856	252	1	2	1	1	1200000	340.721588456927
41857	252	1	1	1	99		264.247775249924
41857	252	1	2	4	2		264.247775249924
41857	252	1	3	4	2		264.247775249924
41857	252	1	5	4	2		264.247775249924
41858	252	1	1	1	1	1800000	249.947975075611
41858	252	1	2	4	2		249.947975075611
41858	252	1	3	4	2		249.947975075611
41858	252	1	4	1	1	1200000	249.947975075611
41859	252	1	1	4	1	730000	277.92278719235
41859	252	1	2	1	99		277.92278719235
41860	252	1	1	4	99		329.515027888102
41862	252	1	1	4	2		419.95917746859
41862	252	1	2	2	2		419.95917746859
41864	252	1	1	1	2		942.443908727025
41864	252	1	2	1	1	737000	942.443908727025
41864	252	1	3	3	2		942.443908727025
41864	252	1	4	3	2		942.443908727025
41865	252	1	1	1	99		939.019294414916
41865	252	1	2	4	2		939.019294414916
41866	252	1	1	4	99		603.933792376159
41867	252	1	1	4	2		625.493552680375
41867	252	1	2	5	2		625.493552680375
41867	252	1	3	1	1	300000	625.493552680375
41867	252	1	4	1	99		625.493552680375
41868	252	1	1	4	2		986.127129424398
41868	252	1	2	4	2		986.127129424398
41869	252	1	1	1	1	730000	990.532126718484
41869	252	1	2	4	2		990.532126718484
41869	252	1	3	1	1	730000	990.532126718484
41870	252	1	1	4	1	735000	452.46665976142
41870	252	1	2	4	1	120000	452.46665976142
41871	252	1	1	1	99		474.879780899071
41871	252	1	2	4	2		474.879780899071
41871	252	1	3	4	1	120000	474.879780899071
41872	252	1	1	4	2		452.46665976142
41872	252	1	2	4	99		452.46665976142
41873	252	1	1	1	99		917.427739474875
41873	252	1	2	4	2		917.427739474875
41873	252	1	3	2	2		917.427739474875
41874	252	1	1	1	99		913.022742180789
41874	252	1	2	1	99		913.022742180789
41875	252	1	1	1	1	737500	226.23332988071
41875	252	1	2	4	2		226.23332988071
41877	252	1	1	4	1	200000	329.515027888102
41878	252	1	1	4	1	1200009	456.511371090394
41878	252	1	2	2	2		456.511371090394
41879	252	1	1	1	1	735000	986.127129424398
41879	252	1	2	1	1	200000	986.127129424398
41880	252	1	1	1	2		888.006572928638
41881	252	1	1	1	2		839.91835493718
41881	252	1	2	4	2		839.91835493718
41882	252	1	1	1	1	737000	633.354958922396
41882	252	1	2	1	2		633.354958922396
41882	252	1	3	4	2		633.354958922396
41883	252	1	1	4	1	735000	890.931076423457
41883	252	1	2	4	2		890.931076423457
41883	252	1	3	1	1	735000	890.931076423457
41884	252	1	1	1	1	800000	305.470918892373
41884	252	1	2	1	2		305.470918892373
41885	252	1	1	4	1	1500000	301.96689618808
41886	252	1	1	1	1	730000	913.022742180789
41886	252	1	2	4	2		913.022742180789
41887	252	1	1	1	1	900000	986.127129424398
41887	252	1	2	4	2		986.127129424398
41888	252	1	1	1	1	450000	861.50990987722
41889	252	1	1	1	1	800000	913.022742180789
41889	252	1	2	2	2		913.022742180789
41890	252	1	1	1	1	900000	934.61429712083
41891	252	1	1	1	1	1000000	762.408970399484
41892	252	1	1	1	99		555.845574384701
41892	252	1	2	1	1	737000	555.845574384701
41895	252	1	1	1	99		539.027529149461
41895	252	1	2	1	1	1560000	539.027529149461
41900	252	1	1	1	2		556.127324936968
41900	252	1	2	4	2		556.127324936968
41900	252	1	3	5	2		556.127324936968
41900	252	1	4	1	2		556.127324936968
41901	252	1	1	1	1	1200000	526.177972389981
41902	252	1	1	1	1	800000	334.239955932838
41916	252	1	1	1	1	700000	385.422277150084
41916	252	1	2	4	2		385.422277150084
41916	252	1	3	6	2		385.422277150084
41917	252	1	1	1	1	1000000	387.114686219583
41917	252	1	2	4	2		387.114686219583
41917	252	1	3	3	1	100000	387.114686219583
41918	252	1	1	1	1	736000	475.410045585129
41918	252	1	2	1	1	761800	475.410045585129
41919	252	1	1	1	1	800000	522.743369482794
41919	252	1	2	1	1	600000	522.743369482794
41920	252	1	1	6	1	1250000	474.77745387441
41920	252	1	2	4	2		474.77745387441
41920	252	1	3	3	2		474.77745387441
41920	252	1	4	1	1	700000	474.77745387441
41921	252	1	1	1	1	800000	651.737602711881
41921	252	1	2	4	2		651.737602711881
41921	252	1	4	1	1	760000	651.737602711881
41922	252	1	1	1	1	800000	522.743369482794
41922	252	1	2	4	2		522.743369482794
41923	252	1	1	6	1	3000000	387.114686219583
41923	252	1	2	6	1	75000	387.114686219583
41923	252	1	3	6	1	300000	387.114686219583
41924	252	1	1	1	1	1000000	475.410045585129
41924	252	1	2	3	2		475.410045585129
41925	252	1	1	1	1	2800000	225.907942238267
41925	252	1	2	3	2		225.907942238267
41925	252	1	3	4	2		225.907942238267
41926	252	1	1	1	1	800000	585.97658709615
41926	252	1	2	5	2		585.97658709615
41926	252	1	3	1	1	750000	585.97658709615
41926	252	1	4	1	1	800000	585.97658709615
41927	252	1	1	4	1	750000	386.054868860802
41928	252	1	1	1	1	800000	409.649029969398
41928	252	1	2	4	2		409.649029969398
41928	252	1	3	3	2		409.649029969398
41929	252	1	1	1	1	500000	475.410045585129
41929	252	1	2	1	1	500000	475.410045585129
41930	252	1	1	1	1	1800000	520.360573160892
41931	252	1	1	1	1	350000	386.054868860802
41932	252	1	1	1	1	700000	522.743369482794
41932	252	1	2	1	1	200000	522.743369482794
41933	252	1	1	1	1	600000	432.065213795346
41933	252	1	2	1	1	900000	432.065213795346
41934	252	1	1	1	1	400000	225.907942238267
41934	252	1	2	4	2		225.907942238267
41934	252	1	3	1	1	500000	225.907942238267
41934	252	1	4	1	1	600000	225.907942238267
41935	252	1	1	1	1	1400000	654.120399033783
41935	252	1	2	1	1	1200000	654.120399033783
41935	252	1	3	3	2		654.120399033783
41935	252	1	4	3	2		654.120399033783
41936	252	1	1	1	1	450000	672.948967498575
41936	252	1	2	3	2		672.948967498575
41936	252	1	3	1	1	760000	672.948967498575
41936	252	1	5	1	1	800000	672.948967498575
41938	252	1	1	1	1	800000	562.382425987554
41938	252	1	2	1	1	1200000	562.382425987554
41939	252	1	1	1	1	750000	364.611789110116
41939	252	1	2	1	1	250000	364.611789110116
41939	252	1	3	1	1	250000	364.611789110116
41940	252	1	1	1	1	300000	659.431870104786
41940	252	1	2	3	2		659.431870104786
41940	252	1	3	3	1	750000	659.431870104786
41941	252	1	1	1	1	900000	318.97087428195
41941	252	1	2	4	2		318.97087428195
41941	252	1	3	1	1	300000	318.97087428195
41942	252	1	1	1	1	700000	476.46986294391
41942	252	1	2	4	2		476.46986294391
41942	252	1	3	1	1	100000	476.46986294391
41942	252	1	4	3	2		476.46986294391
41943	252	1	1	1	1	400000	387.114686219583
41943	252	1	2	1	1	840000	387.114686219583
41943	252	1	3	3	2		387.114686219583
41944	252	1	1	1	1	350000	277.639408707691
41944	252	1	3	6	2		277.639408707691
41944	252	1	4	1	1	300000	277.639408707691
41945	252	1	1	1	1	737800	570.076693380459
41945	252	1	2	4	2		570.076693380459
41946	252	1	1	1	1	400000	635.83770899619
41947	252	1	1	1	1	1200000	321.353670603852
41947	252	1	2	1	1	1500000	321.353670603852
41947	252	1	3	2	2		321.353670603852
41947	252	1	4	3	2		321.353670603852
41948	252	1	1	4	2		563.442243346334
41948	252	1	2	1	1	800000	563.442243346334
41948	252	1	3	3	2		563.442243346334
41948	252	1	4	3	2		563.442243346334
41949	252	1	1	1	1	1000000	365.099379140362
41949	252	1	2	1	1	300000	365.099379140362
41949	252	1	3	1	1	800000	365.099379140362
41949	252	1	5	1	1	500000	365.099379140362
41949	252	1	6	2	2		365.099379140362
41950	252	1	1	4	1	500000	475.410045585129
41950	252	1	2	3	2		475.410045585129
41951	252	1	1	6	1	350000	522.743369482794
41951	252	1	2	3	1	500000	522.743369482794
41952	252	1	1	4	1	600000	388.838541929431
41952	252	1	2	1	1	450000	388.838541929431
41952	252	1	4	1	1	480000	388.838541929431
41953	252	1	1	1	1	1200000	649.354806389979
41953	252	1	2	1	1	1200000	649.354806389979
41954	252	1	1	1	1	700000	455.289944797564
41954	252	1	2	1	1	400000	455.289944797564
41954	252	1	3	3	2		455.289944797564
41955	252	1	1	6	1	1600000	317.278465212451
41955	252	1	2	4	2		317.278465212451
41955	252	1	3	1	1	2000000	317.278465212451
41956	252	1	1	1	1	1600000	570.076693380459
41956	252	1	2	1	1	2000000	570.076693380459
41957	252	1	1	1	1	3000000	296.067100425757
41957	252	1	2	1	1	3000000	296.067100425757
41958	252	1	1	1	1	500000	475.410045585129
41958	252	1	2	1	1	300000	475.410045585129
41959	252	1	1	1	1	200000	297.759509495256
41959	252	1	2	1	1	1000000	297.759509495256
41960	252	1	1	6	1	1125000	319.661261534353
41960	252	1	2	4	1	2100000	319.661261534353
41960	252	1	3	3	2		319.661261534353
41960	252	1	4	1	1	1400000	319.661261534353
41961	252	1	1	1	1	1200000	456.982353867063
41961	252	1	2	2	1	200000	456.982353867063
41961	252	1	3	3	2		456.982353867063
41962	252	1	1	1	1	2500000	474.77745387441
41962	252	1	2	4	1	760000	474.77745387441
41962	252	1	3	1	1	2500000	474.77745387441
41962	252	1	4	1	1	1000000	474.77745387441
41963	252	1	1	1	1	3000000	609.715749885219
41963	252	1	2	1	1	2000000	609.715749885219
41964	252	1	1	1	1	5000000	225.907942238267
41965	252	1	1	4	2		321.353670603852
41965	252	1	2	1	1	800000	321.353670603852
41965	252	1	3	1	1	700000	321.353670603852
41965	252	1	4	1	1	1000000	321.353670603852
41966	252	1	1	4	1	1000000	251.51744959672
41966	252	1	2	4	2		251.51744959672
41966	252	1	3	4	1	400000	251.51744959672
41966	252	1	5	1	1	736000	251.51744959672
41967	252	1	1	1	1	600000	230.306084810026
41967	252	1	2	1	1	1000000	230.306084810026
41967	252	1	3	2	1	600000	230.306084810026
41968	252	1	1	1	1	1200000	497.311797624226
41968	252	1	2	1	1	1300000	497.311797624226
41968	252	1	3	3	2		497.311797624226
41968	252	1	4	1	1	500000	497.311797624226
41969	252	1	1	1	1	1000000	319.661261534353
41969	252	1	2	4	2		319.661261534353
41969	252	1	3	1	1	2000000	319.661261534353
41969	252	1	4	1	1	2000000	319.661261534353
41970	252	1	1	1	1	736000	541.17106120086
41971	252	1	1	1	1	1000000	609.715749885219
41971	252	1	2	4	2		609.715749885219
41972	252	1	1	1	1	5000000	385.422277150084
41972	252	1	2	4	1	3500000	385.422277150084
41972	252	1	3	3	2		385.422277150084
41973	252	1	1	1	1	1000000	520.360573160892
41974	252	1	1	1	1	2700000	628.833828855688
41974	252	1	2	1	1	2000000	628.833828855688
41975	252	1	1	2	1	1500000	522.743369482794
41975	252	1	2	3	2		522.743369482794
41976	252	1	1	1	1	3000000	297.759509495256
41976	252	1	2	1	1	2500000	297.759509495256
41977	252	1	1	1	1	300000	386.054868860802
41978	252	1	1	6	1	3500000	225.907942238267
41979	252	1	1	1	1	600000	407.956620899899
41979	252	1	2	3	1	750000	407.956620899899
41979	252	1	3	6	1	900000	407.956620899899
41980	252	1	1	1	1	811000	225.907942238267
41980	252	1	2	1	1	1200000	225.907942238267
41981	252	1	1	1	1	4200000	609.715749885219
41981	252	1	2	4	2		609.715749885219
41982	252	1	1	1	1	1400000	473.027249263227
41983	252	1	1	1	1	3000000	279.33181777719
41983	252	1	2	1	1	2000000	279.33181777719
41983	252	1	3	1	1	2000000	279.33181777719
41984	252	1	1	1	1	5000000	414.960501040401
41984	252	1	2	1	1	3000000	414.960501040401
41985	252	1	1	1	1	3100000	385.422277150084
41985	252	1	2	1	1	5000000	385.422277150084
41985	252	1	3	1	1	2000000	385.422277150084
41986	252	1	1	1	1	1200000	456.982353867063
41986	252	1	2	1	1	800000	456.982353867063
41986	252	1	3	1	1	736000	456.982353867063
41987	252	1	1	1	1	200000	475.410045585129
41987	252	1	2	1	1	750000	475.410045585129
41988	252	1	1	1	1	500000	366.304198179615
41988	252	1	2	1	1	600000	366.304198179615
41988	252	1	5	1	1	500000	366.304198179615
41989	252	1	1	1	1	300000	225.907942238267
41992	252	1	1	1	1	700000	385.422277150084
41992	252	1	2	4	2		385.422277150084
41992	252	1	3	3	2		385.422277150084
41996	252	1	1	1	1	2500000	225.907942238267
41996	252	1	2	3	2		225.907942238267
41997	252	1	1	1	1	800000	453.27657858204
41997	252	1	2	4	2		453.27657858204
41997	252	1	6	4	2		453.27657858204
41998	252	1	1	6	1	1500000	225.907942238267
41999	252	1	1	1	1	1000000	433.388192758467
42000	252	1	1	1	1	800000	738.709983114306
42000	252	1	2	4	1	400000	738.709983114306
42000	252	1	3	3	2		738.709983114306
42001	252	1	1	1	1	2000000	230.306084810026
42001	252	1	2	1	1	2000000	230.306084810026
42001	252	1	3	1	1	1500000	230.306084810026
42007	252	1	1	4	2		358.164805392177
42007	252	1	2	1	1	700000	358.164805392177
42007	252	1	3	1	1	350000	358.164805392177
42008	252	1	1	1	1	1000000	249.880088447033
42008	252	1	2	4	1	110000	249.880088447033
42008	252	1	3	1	1	500000	249.880088447033
42008	252	1	4	5	2		249.880088447033
42009	252	1	1	1	1	800000	624.084965906577
42009	252	1	2	4	2		624.084965906577
42010	252	1	1	4	1	1000000	420.18426160592
42010	252	1	2	1	1	1500000	420.18426160592
42011	252	1	1	6	2		249.880088447033
42011	252	1	2	1	1	350000	249.880088447033
42011	252	1	3	2	2		249.880088447033
42011	252	1	4	1	1	1700000	249.880088447033
42011	252	1	6	5	2		249.880088447033
42012	252	1	1	1	1	1000000	278.995191050513
42012	252	1	2	4	2		278.995191050513
42013	252	1	1	1	1	1800000	376.712473894502
42013	252	1	2	1	1	700000	376.712473894502
42014	252	1	1	1	1	500000	501.563453209929
42014	252	1	2	3	2		501.563453209929
42015	252	1	1	1	1	400000	562.978396071233
42015	252	1	2	5	2		562.978396071233
42016	252	1	1	4	1	400000	576.291951590994
42019	252	1	1	1	1	1000000	547.553191209651
42021	252	1	1	1	1	737800	592.630042830974
42022	252	1	1	1	1	1000000	467.977275921504
42022	252	1	2	1	1	1200000	467.977275921504
42022	252	1	3	1	1	1700000	467.977275921504
42023	252	1	1	1	1	1200000	653.13209931388
42023	252	1	2	4	2		653.13209931388
42024	252	1	1	1	1	900000	547.553191209651
42025	252	1	1	1	1	400000	406.364120654244
42026	252	1	1	1	1	200000	326.788205366097
42026	252	1	2	1	1	500000	326.788205366097
42026	252	1	3	2	2		326.788205366097
42027	252	1	1	1	1	800000	669.161817527901
42027	252	1	2	4	2		669.161817527901
42028	252	1	1	1	1	200000	579.008114285254
42028	252	1	2	4	2		579.008114285254
42029	252	1	1	3	1	700000	637.398521426338
42030	252	1	1	1	1	2160000	640.114684120599
42030	252	1	2	1	1	700000	640.114684120599
42032	252	1	1	1	1	200000	372.391247290336
42033	252	1	1	1	1	300000	595.346205525235
42033	252	1	2	1	1	300000	595.346205525235
42034	252	1	1	1	1	2800000	278.995191050513
42034	252	1	2	1	1	700000	278.995191050513
42035	252	1	1	1	1	700000	278.995191050513
