DIRECTORIO	REGION	P4090	P4000	P4031S1	P4031S1A1	P4031S2	P4031S3	P4031S4	P4031S4A1	P4031S5	P70	FEX_P
43824	4	1	1	1	1	1	1	1	2	1	1	782.367175523789
43835	4	1	1	1	2	1	1	1	2	1	1	358.98609803529
43837	4	1	1	1	2	1	1	1	2	1	1	821.725987843397
43838	4	1	1	1	2	1	1	1	2	1	1	743.008363204181
43839	4	1	1	1	2	1	1	1	2	1	1	650.119439925823
43840	4	1	1	1	2	1	1	1	2	1	1	735.729449888894
43842	4	1	1	1	2	1	1	1	2	1	1	650.649160497955
43858	1	1	2	1	3	1	1	1	3	1	1	1067.61452331992
43859	1	1	1	1	2	1	1	1	3	1	1	1066.40883208324
43860	1	1	2	1	2	1	1	1	3	1	1	1231.68892901657
43861	1	1	1	1	3	1	1	1	3	1	1	1042.99284977943
43862	1	1	1	1	3	1	1	1	3	1	1	995.748593230207
43863	1	1	1	1	3	1	1	1	3	1	1	1003.26394384359
43864	1	1	1	1	4	1	1	1	3	1	1	1003.26394384359
43865	1	1	2	1	3	1	1	1	3	1	1	1151.15961539995
43866	1	1	2	1	4	1	1	1	3	1	1	1151.15961539995
43867	1	1	2	1	4	1	1	1	3	1	1	1160.02376110275
43868	1	1	2	1	4	1	1	1	3	1	1	1211.28872517618
43869	1	1	2	1	4	1	1	1	3	1	1	1058.89348146985
43870	1	1	2	1	4	1	1	1	3	1	1	1142.43857354989
43871	1	1	2	1	4	1	1	1	3	1	1	1167.3960078634
43872	1	1	2	1	4	1	1	1	3	1	1	1004.46963508027
43873	1	1	2	1	4	1	1	1	3	1	1	1104.25111962376
43874	1	1	2	1	4	1	1	1	3	1	1	1151.15961539995
43875	1	1	1	1	3	1	1	1	3	1	1	1024.0093140696
43876	1	1	1	1	3	1	1	1	3	1	1	1066.40883208324
43877	1	1	1	1	3	1	1	1	3	1	1	1104.25111962376
43878	1	1	1	1	3	1	1	1	3	1	1	1075.1298739333
43879	1	1	1	1	3	1	1	1	3	1	1	1151.15961539995
43880	1	1	2	1	4	1	1	1	3	1	1	1151.15961539995
43881	1	1	2	1	4	1	1	1	3	1	1	1151.15961539995
43882	1	1	2	1	4	1	1	1	3	1	1	1124.99648984976
43883	1	1	2	1	4	1	1	1	3	1	1	1104.25111962376
43884	1	1	2	1	4	1	1	1	3	1	1	1088.01472716031
43885	1	1	2	1	3	1	1	1	3	1	1	1211.28872517618
43886	1	1	1	1	3	1	1	1	3	1	1	1059.03658532259
43887	1	1	1	1	3	1	1	1	3	1	1	1167.3960078634
43888	1	1	1	1	3	1	1	1	3	1	1	1086.80903592363
43889	1	1	2	1	3	1	1	1	3	1	4	1032.8734597724
43890	1	1	2	1	3	1	1	1	3	1	1	1088.01472716031
43891	1	1	2	1	3	1	1	1	3	1	1	1243.71195703552
43892	1	1	1	1	3	1	1	1	3	1	1	1095.53007777369
43893	1	1	1	1	2	1	1	1	3	1	1	1104.25111962376
43894	1	1	1	1	3	1	1	1	3	1	1	1067.61452331992
43895	1	1	1	1	3	1	1	1	3	1	1	1148.14383693653
43896	1	1	2	1	3	1	1	1	3	1	1	1211.28872517618
43897	1	1	2	1	3	1	1	1	3	1	1	1104.25111962376
43898	1	1	1	1	2	1	1	1	3	1	1	1151.30271925269
43899	1	1	2	1	3	1	1	1	3	1	1	1280.34855333936
43900	1	1	2	1	3	1	1	1	3	1	1	1211.28872517618
43901	1	1	2	1	3	1	1	1	3	1	1	1211.28872517618
43902	1	1	2	1	4	1	1	1	3	1	1	1151.15961539995
43903	1	1	2	1	4	1	1	1	3	1	1	1067.61452331992
43904	1	1	2	1	4	1	1	1	3	1	1	1151.15961539995
43905	1	1	2	1	3	1	1	1	3	1	1	1220.00976702624
43906	1	1	2	1	3	1	1	1	3	1	1	1303.69796295901
43907	1	1	2	1	3	1	1	1	3	1	1	1096.73576901037
43908	1	1	2	1	3	1	1	1	2	1	1	1151.15961539995
43909	1	1	1	1	3	1	1	1	3	1	1	1004.46963508027
43910	4	1	2	1	1	1	1	1	3	1	1	451.906124700699
43911	4	1	1	1	1	1	1	1	2	1	1	749.554880897575
43912	4	1	1	1	1	2	1	1	2	1	1	364.016279069769
43913	4	1	1	1	1	1	1	1	3	1	1	816.670157828989
43914	4	1	1	1	1	2	1	1	2	1	1	282.472976725453
43915	3	1	1	1	3	1	1	1	3	1	1	506.410900087024
43927	5	1	1	1	2	1	1	1	3	1	1	1333.23013807859
43928	5	1	1	1	2	1	1	1	3	1	1	1576.67951878096
43929	5	1	1	1	2	1	1	1	3	1	1	1422.85162758156
43930	5	1	2	1	2	1	1	1	3	1	1	1561.23376257589
43931	5	1	1	1	2	2	1	1	3	1	1	2237.75624763697
43932	5	1	2	1	4	1	1	1	3	1	1	1996.12010980994
43934	5	1	2	1	4	1	1	1	3	1	1	1247.9543972283
43935	5	1	1	1	5	1	1	1	3	1	1	1158.33290772533
43936	5	1	2	1	2	1	1	1	3	1	1	1247.9543972283
43937	5	1	1	1	2	1	1	1	3	1	1	1471.61227307292
43938	5	1	1	1	2	1	1	1	3	1	1	1417.25190356287
43939	5	1	1	1	1	1	1	1	2	1	1	701.789916036675
43940	5	1	1	1	1	1	1	1	2	1	1	618.557890062587
43941	5	1	1	1	1	1	1	1	2	1	1	338.157630042323
43942	5	1	1	1	1	1	1	1	2	1	1	602.047357905089
43943	5	1	2	1	2	1	1	1	2	1	1	378.842175659689
43945	5	1	1	1	2	1	1	1	2	1	1	511.232032912559
43946	5	1	1	1	2	1	1	1	2	1	1	338.157630042323
43947	5	1	1	1	2	2	1	1	2	1	1	698.497776354833
43948	5	1	2	1	2	2	1	1	2	1	1	530.660939558187
43949	5	1	1	1	2	1	1	1	2	1	1	775.854464453191
43950	5	1	1	1	2	1	1	1	2	1	1	613.774271466638
43951	5	1	1	1	2	1	1	1	2	1	1	685.653149072889
43952	5	1	1	1	2	1	1	1	2	1	1	833.782245905921
43953	5	1	1	1	2	1	1	1	2	1	1	451.358825068082
43954	5	1	1	1	2	1	1	1	2	1	1	679.068869709205
43956	5	1	2	1	2	1	1	1	2	1	1	846.626873187866
43957	5	1	1	1	2	1	1	1	2	1	1	797.842807102795
43958	5	1	1	1	1	1	1	1	2	1	1	415.419386264956
43959	5	1	1	1	1	2	1	1	2	1	1	627.725367620159
43960	5	1	1	1	1	1	1	1	2	1	1	453.544495878346
43961	5	1	1	1	2	1	1	1	2	1	1	552.649282207791
43962	5	1	2	1	2	2	1	1	2	1	1	701.789916036675
43965	5	1	2	1	2	1	1	1	2	1	1	302.868512485278
43966	5	1	2	1	1	1	1	1	2	1	1	338.157630042323
43967	5	1	2	1	2	1	1	1	2	1	1	701.789916036675
43968	5	1	2	1	2	1	1	1	2	1	1	682.361009391047
43969	5	1	1	1	2	1	1	1	2	1	1	451.358825068082
43971	5	1	1	1	2	1	1	1	2	1	1	456.596391141671
43972	5	1	2	1	2	2	1	1	2	1	1	679.068869709205
43973	5	1	1	1	2	1	1	1	2	1	1	701.789916036675
43974	5	1	2	1	2	2	1	1	2	1	1	451.358825068082
43976	5	1	2	1	2	2	1	1	2	1	1	492.535829944796
43977	5	1	2	1	2	1	1	1	2	1	1	753.866121803587
43978	5	1	1	1	2	1	1	1	2	1	1	338.157630042323
43979	5	1	1	1	2	1	1	1	2	1	1	451.358825068082
43980	5	1	2	1	2	2	1	1	2	1	1	643.862134583946
43982	5	1	2	1	2	1	1	1	3	1	1	830.490106224079
43983	5	1	2	1	2	1	1	1	2	1	1	569.79758616743
43984	5	1	1	1	2	1	1	1	2	1	1	733.425678162106
43986	5	1	1	1	2	1	1	1	2	1	1	682.361009391047
43988	5	1	1	1	2	1	1	1	2	1	1	663.664806423285
43989	5	1	2	1	2	1	1	1	2	1	1	663.664806423285
43990	5	1	2	1	2	1	1	1	2	1	1	627.725367620159
43992	5	1	2	1	2	1	1	1	3	1	1	396.169332202571
43993	5	1	1	1	2	2	1	1	3	1	1	859.682541100208
43994	5	1	1	1	2	2	1	1	3	1	1	462.265350193259
43995	5	1	1	1	2	2	1	1	3	1	1	738.504880358497
43996	5	1	1	1	2	1	1	1	3	1	1	566.717777975639
43997	5	1	2	1	2	2	1	1	3	1	1	863.34592839803
43998	5	1	1	1	2	1	1	1	3	1	1	376.290949436665
43999	5	1	1	1	2	1	1	1	3	1	1	376.290949436665
44001	5	1	2	1	1	1	1	1	3	1	1	480.266573977374
44002	5	1	2	1	1	1	1	1	3	1	1	432.31145598103
44003	5	1	1	1	2	2	1	1	3	1	1	802.965054978478
44006	5	1	2	1	2	1	1	1	3	1	1	841.726065119224
44007	5	1	2	1	2	1	1	1	3	1	1	838.062677821403
44008	5	1	1	1	2	1	1	1	3	1	1	673.602350034188
44009	5	1	2	1	2	1	1	1	3	1	1	841.726065119224
44010	5	1	2	1	2	1	1	1	3	1	1	841.726065119224
44011	5	1	2	1	2	1	1	1	3	1	1	737.273637336845
44012	5	1	2	1	2	1	1	1	3	1	1	841.726065119224
44013	5	1	1	1	2	1	1	1	3	1	1	716.469103177083
44014	5	1	1	1	3	1	1	1	3	1	1	698.512627196099
44015	5	1	1	1	2	1	1	1	3	1	1	698.512627196099
44016	5	1	2	1	2	1	1	1	3	1	1	500.126100710534
44017	5	1	2	1	2	1	1	1	3	1	1	663.934305599049
44018	5	1	2	1	1	1	1	1	3	1	1	548.1645428732
44019	5	1	2	1	1	1	1	1	3	1	1	598.925932977488
44020	5	1	1	1	1	1	1	1	3	1	1	633.360505619992
44021	5	1	1	1	2	1	1	1	3	1	1	398.499139646044
44022	5	1	2	1	2	1	1	1	3	1	1	502.257603355657
44023	5	1	1	1	2	1	1	1	3	1	1	780.113948678021
44024	5	1	2	1	2	1	1	1	3	1	1	630.142845953657
44025	5	1	2	1	2	1	1	1	3	1	1	565.134473332096
44026	5	1	1	1	2	1	1	1	3	1	1	396.169332202571
44027	5	1	1	1	1	1	1	1	3	1	1	615.979187602705
44028	5	1	1	1	3	1	1	1	3	1	1	502.257603355657
44029	5	1	1	1	4	1	1	1	3	1	1	397.095483596427
44030	5	1	1	1	1	1	1	1	3	1	1	550.970814981143
44031	5	1	1	1	4	1	1	1	3	1	1	658.520374033701
44032	5	1	1	1	4	2	1	1	3	1	1	698.512627196099
44033	5	1	1	1	2	1	1	1	3	1	1	615.979187602705
44034	5	1	1	1	4	1	1	1	3	1	1	337.022352869258
44035	5	1	2	1	1	1	1	1	3	1	1	649.770647248097
44036	5	1	2	1	4	1	1	1	3	1	1	841.726065119224
44037	5	1	1	1	1	1	1	1	3	1	1	364.06456700354
44038	5	1	2	1	2	1	1	1	3	1	1	582.515791349384
44039	5	1	1	1	2	1	1	1	3	1	1	798.885753778048
44040	5	1	2	1	4	1	1	1	3	1	1	563.054390677818
44041	5	1	2	1	4	1	1	1	3	1	1	572.545973277106
44042	5	1	1	1	2	1	1	1	3	1	1	376.290949436665
44043	5	1	1	1	1	1	1	1	3	1	1	344.764829101171
44044	5	1	2	1	4	1	1	1	3	1	1	698.512627196099
44046	5	1	2	1	1	1	1	1	3	1	1	550.970814981143
44047	5	1	2	1	4	1	1	1	3	1	1	738.504880358497
44048	5	1	2	1	1	1	1	1	3	1	1	661.044709324786
44051	5	1	2	1	1	1	1	1	3	1	1	530.762368166319
44052	5	1	1	1	2	1	1	1	3	1	1	759.309414518259
44053	5	1	1	1	2	1	1	1	3	1	1	554.067946251321
44054	5	1	2	1	5	2	1	1	3	1	1	634.052452576117
44055	5	1	2	1	2	1	1	1	3	1	1	548.078051819523
44056	5	1	1	1	1	1	1	1	3	1	1	570.270552883511
44057	5	1	1	1	2	1	1	1	3	1	1	608.874839141683
44058	5	1	2	1	5	2	1	1	3	1	1	634.052452576117
44059	5	1	2	1	5	2	1	1	3	1	1	594.060199413719
44060	5	1	2	1	5	2	1	1	3	1	1	502.257603355657
44061	5	1	2	1	5	2	1	1	3	1	1	634.052452576117
44062	5	1	2	1	5	2	1	1	3	1	1	502.257603355657
44063	5	1	1	1	1	1	1	1	3	1	1	550.970814981143
44065	5	1	1	1	1	1	1	1	3	1	2	433.237842787333
44067	5	1	1	1	1	1	1	1	3	1	1	582.515791349384
44068	5	1	1	1	1	1	1	1	3	1	1	711.889423595395
44070	5	1	1	1	1	1	1	1	3	1	1	483.156170251638
44071	5	1	1	1	1	1	1	1	3	1	1	265.835538539387
44072	5	1	1	1	1	1	1	1	3	1	1	328.544699532601
44073	5	1	2	1	2	1	2	1	3	1	1	582.515791349384
44074	5	1	1	1	1	1	1	1	3	1	1	500.126100710534
44075	5	1	1	1	1	1	1	1	3	1	1	663.934305599049
44076	5	1	1	1	1	1	1	1	3	1	1	630.470909345729
44077	5	1	1	1	1	1	1	1	3	1	1	550.970814981143
44078	5	1	2	1	1	1	1	1	3	2	1	550.970814981143
44079	5	1	1	1	1	1	1	1	3	1	1	429.632728455893
44080	5	1	2	1	1	1	1	1	3	1	1	448.721597609134
44082	5	1	1	1	1	1	1	1	3	1	1	550.970814981143
44084	5	1	1	1	2	1	1	1	3	1	1	684.205219890601
44085	5	1	2	1	2	1	1	1	3	1	1	596.036336703224
44086	5	1	1	1	2	1	1	1	3	1	1	265.835538539387
44087	5	1	2	1	2	1	1	1	3	1	1	463.424188101285
44088	5	1	1	1	2	1	1	1	3	1	1	313.219852732931
44091	5	1	1	1	1	1	1	1	3	1	1	396.169332202571
44092	5	1	1	1	1	1	1	1	3	1	1	601.815529251752
44093	5	1	1	1	1	1	1	1	3	1	1	311.512301596977
44094	5	1	1	1	1	1	1	1	3	1	1	550.970814981143
44095	5	1	1	1	1	1	1	1	3	1	1	582.515791349384
44096	5	1	1	1	1	1	1	1	3	1	1	613.089591328441
44097	5	1	1	1	1	2	2	1	1	2	1	606.506263782628
44098	5	1	1	1	1	2	2	1	1	2	1	835.50687906432
44099	5	1	1	1	1	2	2	1	1	2	1	723.364995286193
44100	5	1	1	1	1	2	2	1	1	2	1	697.680254828726
44101	5	1	2	1	1	2	2	1	1	2	1	859.296317399327
44102	5	1	1	1	1	2	2	1	1	2	1	1107.56861256818
44103	5	1	1	1	1	2	2	1	1	2	1	1017.33901934855
44104	5	1	2	1	1	2	2	1	1	2	1	945.952549997584
44105	5	1	2	1	1	2	2	1	1	2	1	950.441213182271
44107	5	1	1	1	1	2	2	1	1	2	1	595.42661422671
44108	5	1	1	1	1	2	2	1	1	2	1	724.6035568494
44109	5	1	1	1	1	2	2	1	1	2	1	552.659659741279
44110	5	1	1	1	1	2	2	1	1	2	1	859.296317399327
44111	5	1	3	1	1	2	2	1	1	2	1	812.614588946677
44112	5	1	1	1	1	2	2	1	1	2	1	623.588477810591
44114	5	1	1	1	1	2	2	1	1	2	1	926.194123565608
44115	5	1	1	1	1	2	2	1	1	2	1	812.614588946677
44116	5	1	2	1	1	2	2	1	2	2	1	646.480767928235
44117	5	1	2	1	1	2	2	1	1	2	1	697.680254828726
44118	5	1	2	1	1	2	2	1	1	2	1	993.09192973189
44120	5	1	2	1	1	2	2	1	2	2	1	768.609072898039
44121	5	1	2	1	1	2	2	1	1	2	1	414.052125224134
44122	5	1	1	1	1	2	2	1	1	2	1	696.899344547175
44123	5	1	1	1	1	2	2	1	2	2	1	637.840037483786
44124	5	1	1	1	1	2	2	1	2	2	1	484.860575946176
44125	5	1	1	1	1	2	2	1	2	2	1	676.803513922952
44126	5	1	1	1	1	2	2	1	2	2	1	694.645592674206
44127	5	1	1	2		2	2	1	2	2	1	815.184778439135
44128	5	1	1	1	1	2	2	1	2	2	1	730.000127474936
44129	5	1	1	1	1	2	2	1	2	2	1	464.66809943067
44130	5	1	1	1	1	2	2	1	2	2	1	600.698966182602
44131	5	1	1	1	1	2	2	1	2	2	1	626.63015929824
44132	5	1	1	1	1	2	2	1	2	2	1	609.460941710008
44134	5	1	1	1	1	2	2	1	2	2	1	520.887971909928
44135	5	1	1	1	1	2	2	1	1	2	1	659.634296334719
44136	5	1	1	1	1	2	2	1	1	2	1	676.803513922952
44137	5	1	1	1	1	2	2	1	2	2	1	626.63015929824
44138	5	1	2	1	1	2	2	1	2	2	1	608.444842085743
44139	5	1	1	1	1	2	2	1	1	2	1	812.161519511861
44140	5	1	2	1	1	2	2	1	2	2	1	661.641455637728
44141	5	1	1	1	1	2	2	1	1	2	1	1099.38531130095
44143	3	1	2	1	1	1	1	1	3	1	1	896.568616184465
44144	3	1	1	1	1	1	1	1	3	1	1	621.440575437072
44145	3	1	1	1	4	1	1	1	3	1	1	1068.20627570527
44146	3	1	1	1	4	1	1	1	3	1	1	653.792533915433
44147	3	1	2	1	4	1	1	1	3	1	1	582.395654190833
44148	3	1	1	1	4	1	1	1	3	1	1	815.378161524913
44149	3	1	2	1	3	1	1	1	3	1	1	782.97621735551
44150	3	1	2	1	2	1	1	1	3	1	1	929.894025712327
44151	3	1	1	1	1	1	1	1	3	1	1	982.141576728002
44152	3	1	2	1	2	1	1	1	3	1	1	1368.63488380469
44153	3	1	2	1	2	1	1	1	3	1	1	529.174652125658
44154	3	1	1	1	2	1	1	1	3	1	1	693.860891902213
44155	3	1	1	1	2	1	1	1	3	1	1	815.378161524913
44156	3	1	2	1	3	1	1	1	3	1	1	929.894025712327
44157	3	1	2	1	1	2	1	1	3	2	1	818.478773691989
44158	3	1	2	1	1	1	1	1	3	1	1	654.815970655975
44159	3	1	1	1	3	1	1	1	3	1	1	507.898162299158
44160	3	1	2	1	1	2	1	1	3	1	1	445.449545078565
44161	3	1	2	1	1	1	1	1	3	1	1	979.040964560927
44162	3	1	2	1	1	1	1	1	3	1	1	896.568616184465
44163	3	1	1	1	2	1	1	1	3	1	1	857.523694938227
44164	3	1	1	1	2	1	1	1	3	1	1	425.711419753089
44165	3	1	1	1	2	1	1	1	3	1	1	823.286875832522
44166	3	1	3	1	1	2	1	1	3	1	1	841.852250892136
44167	3	1	1	1	1	1	1	1	3	1	1	676.270961083351
44168	3	1	2	1	1	2	1	1	3	1	1	1054.13487943419
44169	3	1	1	1	3	1	1	1	3	1	1	875.693021412974
44170	3	1	1	1	3	1	1	1	3	1	1	1300.25827849708
44171	3	1	1	1	2	1	1	1	3	1	1	823.286875832522
44172	3	1	1	1	2	2	1	1	3	1	1	620.574835904508
44173	2	1	1	1	3	1	1	1	3	1	1	776.289971299775
44174	2	1	1	1	3	1	1	1	3	1	1	650.41009517981
44175	2	1	2	1	3	1	1	1	3	1	1	993.97906349259
44176	2	1	1	1	2	1	1	1	3	1	1	757.089924134404
44177	2	1	1	1	2	1	1	1	3	1	1	896.664739009063
44178	2	1	2	1	2	1	1	1	3	1	1	564.752601824735
44179	2	1	1	1	2	1	1	1	3	1	1	1036.23955388372
44180	2	1	1	1	2	1	1	1	3	1	1	849.962753045799
44181	2	1	2	1	2	1	1	1	3	1	1	529.732334139742
44182	2	1	2	1	2	1	1	1	3	1	1	1005.66078177086
44183	2	1	1	1	2	1	1	1	3	1	1	975.082009657999
44184	2	1	1	1	2	1	1	1	3	1	1	1465.46601555158
44185	2	1	1	1	2	1	1	1	3	1	1	1221.63964681803
44186	2	1	1	1	2	1	1	1	3	1	1	740.966710284001
44187	2	1	1	1	2	1	1	1	3	1	1	564.752601824735
44188	2	1	2	1	3	1	1	1	3	1	1	673.748644586533
44189	2	1	1	1	3	1	1	1	3	1	1	1155.7376136894
44190	2	1	1	1	2	1	1	1	3	1	1	673.748644586533
44191	2	1	1	1	3	1	1	1	3	1	1	745.408205856134
44192	2	1	2	1	3	1	1	1	3	1	1	794.426405626601
44193	2	1	2	1	3	1	1	1	3	1	1	963.400291379729
44194	2	1	2	1	3	1	1	1	3	1	1	673.748644586533
44195	2	1	1	1	1	2	2	2		1	1	1145.23559664552
44196	2	1	2	1	1	1	1	1	3	1	1	607.013092215866
44197	2	1	1	1	1	2	2	2		1	1	896.967732339843
44198	2	1	1	1	1	2	2	2		1	1	1114.65682453266
44199	2	1	1	1	1	2	1	1	3	1	1	716.009134977664
44200	2	1	2	1	3	1	1	1	3	1	1	685.430362864803
44201	2	1	1	1	1	1	1	1	3	1	1	728.180694908303
44202	2	1	1	1	1	1	1	1	2	1	1	788.931555866734
44203	2	1	1	1	1	1	1	1	99	1	1	687.0626663589
44204	2	1	1	1	1	1	1	1	2	1	1	759.231377501014
44205	2	1	1	1	1	1	1	1	2	1	1	651.869044098141
44206	2	1	2	1	1	1	1	1	2	1	1	785.438368211881
44207	2	1	1	1	1	1	1	1	2	1	1	701.002259946633
44208	2	1	1	1	0	2	2	2		2	1	799.377961799613
44209	2	1	1	1	1	2	2	2		2	1	843.667485766261
44210	2	1	1	1	0	2	2	2		1	1	857.607079353994
44211	2	1	1	1	1	1	2	1	99	2	1	741.148844245233
44212	2	1	1	1	1	2	2	2		2	1	785.438368211881
44213	2	1	1	1	0	2	2	2		1	1	781.295428543832
44214	2	1	1	1	2	1	1	1	2	1	1	710.098161652522
44215	2	1	1	1	2	1	1	1	2	1	1	707.554589758923
44216	2	1	2	1	2	1	1	1	2	1	1	799.377961799613
44217	2	1	2	1	2	1	1	1	2	1	1	625.662053387274
44218	2	1	2	1	2	1	1	1	2	1	1	741.148844245233
44219	2	1	1	1	0	1	1	1	2	1	1	827.257148975079
44220	2	1	1	1	1	2	2	2		1	1	511.613208422754
44221	2	1	1	1	1	2	1	1	2	1	1	769.028031420698
44222	2	1	1	1	1	1	1	1	2	1	1	619.197165241431
44223	2	1	1	1	2	1	1	2		1	1	470.81687211096
44224	2	1	1	1	1	1	1	1	2	1	1	438.794745267445
44225	2	1	1	1	1	1	1	1	2	1	1	851.682673065351
44226	2	1	1	2		2	2	2		2	1	424.855151679713
44227	2	1	1	1	1	1	1	1	2	1	1	767.355834956099
44228	2	1	1	1	1	1	2	1	2	1	1	682.269974677657
44229	2	1	1	1	0	2	2	2		2	1	785.438368211881
44230	2	1	1	1	1	1	1	1	2	1	1	473.988367528205
44231	2	1	2	1	1	1	1	1	2	1	1	679.748231273607
44232	2	1	1	1	1	1	1	1	2	1	1	457.527030536422
44233	2	1	1	1	1	1	1	1	2	1	1	497.673614835021
44234	2	1	1	1	1	1	1	1	2	1	1	687.0626663589
44235	2	1	1	1	1	1	1	1	2	1	1	727.2092506575
44236	2	1	1	1	1	1	1	1	2	1	1	424.855151679713
44237	2	1	2	1	1	1	1	1	2	1	1	785.438368211881
44238	2	1	1	1	1	1	1	1	2	1	1	741.148844245233
44239	2	1	1	1	2	1	1	1	2	1	1	457.527030536422
44240	2	1	1	1	1	1	1	1	2	1	1	914.864752657572
44241	2	1	1	1	2	1	1	1	2	1	1	532.867237095781
44242	2	1	1	1	2	1	1	1	2	1	1	529.695741678536
44243	2	1	1	1	1	1	1	1	2	1	1	645.182532536494
44244	2	1	1	1	1	1	1	1	2	1	1	683.547650214499
44245	2	1	1	1	1	1	1	1	2	1	1	346.00781419837
44246	2	1	3	1	1	1	1	1	2	1	1	497.673614835021
44247	2	1	1	1	1	1	1	1	2	1	1	776.342466505992
44248	2	1	2	1	1	1	1	1	2	1	1	802.549457216859
44249	2	1	2	1	1	1	1	1	2	1	1	592.990174530565
44250	2	1	2	1	1	1	1	1	2	1	1	619.197165241431
44251	2	1	3	1	1	1	1	1	2	1	1	619.197165241431
44252	2	1	1	1	1	1	1	1	2	1	1	497.673614835021
44253	2	1	1	1	1	1	1	1	2	1	1	843.667485766261
44254	2	1	1	1	1	1	1	1	2	1	1	776.342466505992
44255	2	1	2	1	1	1	1	1	2	1	1	497.673614835021
44256	2	1	1	1	1	1	1	1	2	1	1	573.01382139438
44257	2	1	1	1	2	1	1	1	2	1	1	454.01201439202
44258	2	1	2	1	2	1	1	1	2	1	1	730.702438312353
44259	2	1	2	1	2	1	1	1	2	1	1	741.148844245233
44260	2	1	2	1	2	2	1	1	2	1	1	619.197165241431
44261	2	1	2	1	2	1	1	1	2	1	1	457.527030536422
44262	2	1	1	1	2	1	1	1	2	1	1	573.01382139438
44263	2	1	1	1	2	1	1	1	2	1	1	668.330381089924
44264	2	1	1	1	2	1	1	1	2	1	1	651.869044098141
44265	2	1	1	1	2	1	1	1	2	1	1	802.549457216859
44266	2	1	1	1	2	2	1	1	2	1	1	619.197165241431
44267	2	1	2	1	2	1	1	1	2	1	1	637.279698497213
44268	2	1	1	1	1	1	1	1	2	1	1	457.527030536422
44269	2	1	2	1	2	1	1	1	2	1	1	767.355834956099
44270	2	1	1	1	1	1	1	1	2	1	1	905.860291700523
44271	2	1	1	1	1	2	1	1	3	1	1	1107.92197280143
44272	2	1	1	1	1	1	1	1	2	1	1	978.095391578485
44273	2	1	1	1	1	1	1	1	3	1	1	860.272687322841
44274	2	1	1	1	1	1	1	1	3	1	1	978.095391578485
44275	2	1	1	1	1	1	1	1	2	1	1	959.699286188179
44276	2	1	1	1	1	2	1	1	3	1	1	959.699286188179
44277	2	1	1	1	1	1	1	1	2	1	1	1054.94045715181
44278	2	1	1	1	1	1	1	1	3	1	1	978.095391578485
44279	2	1	1	1	1	1	1	1	3	1	1	668.640389758379
44280	2	1	1	1	1	2	1	1	2	1	1	1001.95894150219
44281	2	1	1	1	1	1	1	1	2	1	1	764.17403752117
44282	2	1	1	1	1	1	1	1	2	1	1	817.155553170791
44283	2	1	1	1	1	1	1	1	3	1	1	518.129934887136
44284	2	1	1	1	1	2	1	1	3	2	1	1054.94045715181
44285	2	1	1	1	1	2	1	1	2	1	1	740.018010798306
44286	2	1	1	1	1	1	1	1	2	1	1	1135.97095062685
44287	2	1	1	1	1	1	1	1	3	1	1	782.570142911476
44288	2	1	1	1	1	1	1	1	3	1	1	507.700551350685
44289	2	1	1	1	1	2	1	1	2	1	1	656.780716801977
44290	2	1	1	1	1	1	2	1	2	2	1	560.682067000306
44291	2	1	1	1	1	1	1	1	3	1	1	1290.5858656631
44292	2	1	1	1	2	1	1	1	3	1	1	1131.78552272514
44293	2	1	1	1	1	1	1	1	2	1	1	774.603421057621
44294	2	1	1	1	1	1	1	1	3	1	1	1013.9628184695
44295	2	1	1	1	2	1	2	1	3	1	1	801.794920044997
44296	2	1	1	1	1	1	1	1	2	1	1	881.996741776815
44297	2	1	1	1	2	1	1	1	3	1	1	579.078172390612
44298	2	1	1	1	1	1	1	1	2	1	1	1090.80788404283
44299	2	1	1	1	1	1	1	1	2	1	1	560.682067000306
44300	2	1	1	1	1	1	1	1	2	1	1	668.640389758379
44301	4	1	2	1	3	2	1	1	3	2	1	1195.18076165213
44302	4	1	2	1	3	1	1	1	3	1	1	566.759063117935
44303	4	1	2	1	3	1	1	1	3	1	1	1073.79872665179
44304	4	1	2	1	3	1	1	1	3	1	1	1134.48974415196
44305	4	1	1	1	3	1	1	1	3	2	1	1206.40479584841
44306	4	1	2	1	3	1	1	1	3	1	1	1217.03280654424
44307	4	1	2	1	3	1	1	1	3	1	1	1217.03280654424
44308	4	1	2	1	1	1	1	1	3	1	1	920.753461537109
44309	4	1	2	1	1	1	1	1	3	1	1	1206.40479584841
44310	4	1	1	1	1	1	1	1	3	1	1	859.46642053649
44311	4	1	2	1	1	1	1	1	3	1	1	992.072489733109
44312	4	1	1	1	1	1	1	1	3	1	1	1431.96113615998
44313	4	1	1	1	1	1	1	1	3	1	1	1003.29652392939
44314	4	1	1	1	1	1	1	1	3	1	1	992.072489733109
44315	4	1	1	1	2	1	1	1	3	1	1	1073.79872665179
44316	4	1	2	1	2	1	1	1	3	1	1	930.564646759335
44317	4	1	1	1	2	1	1	1	3	1	1	720.013239868156
44318	4	1	1	1	2	1	1	1	3	1	1	638.674114814385
44319	4	1	1	1	2	1	1	1	3	1	1	720.013239868156
44320	4	1	2	1	2	1	1	1	3	1	1	1267.09581334858
44321	4	1	2	1	2	2	1	1	3	1	1	708.789205671875
44323	2	1	1	1	1	1	1	1	3	1	1	540.119958200621
44324	2	1	1	1	2	1	1	1	3	1	1	691.912174001875
