DIRECTORIO	REGION	P4090	P4000	P4031S1	P4031S1A1	P4031S2	P4031S3	P4031S4	P4031S4A1	P4031S5	P70	FEX_P
38550	3	1	1	1	2	1	1	1	3	1	1	660.128382539463
38551	3	1	1	1	3	2	1	1	3	1	1	706.829721272733
38552	3	1	1	1	3	1	1	1	3	1	1	1413.65944254547
38553	3	1	1	1	2	1	1	1	3	1	1	1300.25827849708
38554	3	1	1	1	2	2	1	1	2	1	1	343.286179418626
38555	3	1	1	1	2	2	1	1	2	1	1	389.115829499851
38556	3	1	1	1	2	2	1	1	2	1	1	337.498181910036
38557	3	1	2	1	2	2	1	1	2	1	1	326.243375747729
38558	3	1	2	1	2	2	1	1	2	1	1	381.573851763673
38559	3	1	2	1	2	1	1	1	2	1	1	371.922599550157
38560	3	1	2	1	2	2	1	1	2	1	1	385.317673782151
38561	3	1	1	1	2	1	1	1	2	1	1	389.115829499851
38563	3	1	1	1	1	1	1	1	3	1	1	318.853289984917
38564	3	1	2	2		2	1	1	2	1	1	372.799589663951
38565	3	1	1	1	1	2	1	1	2	1	1	323.829396366939
38566	3	1	1	1	1	1	1	1	2	1	1	402.753621450596
38567	3	1	1	1	1	2	1	1	2	1	1	348.752988072342
38568	3	1	1	1	1	2	1	1	3	1	1	381.573851763673
38569	3	1	1	1	1	2	1	1	2	1	1	453.93064749909
38570	3	1	1	1	1	1	1	1	2	1	1	374.117201319066
38571	3	1	1	1	2	1	1	1	2	1	1	271.420085954902
38572	3	1	1	1	1	2	1	1	2	1	1	416.97967394718
38573	3	1	2	1	2	2	1	1	2	1	1	360.007794234648
38574	3	1	1	1	2	2	2	1	2	1	1	389.115829499851
38575	3	1	1	1	2	2	1	1	2	1	1	295.192976235409
38576	3	1	1	2		2	2	1	2	1	1	381.573851763673
38577	3	1	1	1	1	2	1	1	3	1	1	337.498181910036
38578	3	1	1	1	1	1	1	1	2	1	1	296.343677660304
38579	3	1	1	1	2	2	1	1	2	1	1	328.778253509534
38580	3	1	1	1	2	2	1	1	2	1	1	381.573851763673
38581	3	1	1	1	1	2	1	1	2	1	1	312.848301515735
38582	3	1	1	1	1	2	1	1	2	1	1	344.622878211763
38583	3	1	1	1	1	2	1	1	2	1	1	385.591385093253
38584	3	1	1	1	2	2	1	1	2	1	1	337.498181910036
38585	3	1	2	1	1	2	1	1	2	1	1	337.498181910036
38586	3	1	2	1	1	2	1	1	2	1	1	348.752988072342
38587	3	1	2	1	1	2	1	1	2	1	1	348.752988072342
38588	3	1	1	1	1	2	1	1	2	1	1	345.009166053863
38589	3	1	1	1	1	1	1	1	2	1	1	372.41330182185
38590	3	1	1	1	2	2	1	1	3	1	1	331.757661945218
38591	3	1	2	1	2	2	1	1	2	1	1	352.937431632142
38592	3	1	1	1	2	1	1	1	1	1	1	417.365961789281
38593	3	1	1	1	2	2	1	1	2	1	1	348.752988072342
38594	3	1	1	1	1	2	1	1	2	1	1	395.969201141765
38595	3	1	1	1	1	2	1	1	2	1	1	323.829396366939
38596	3	1	1	1	2	2	1	1	1	1	1	348.752988072342
38597	3	1	2	1	2	2	1	1	2	1	1	294.806688393308
38598	3	1	1	1	2	2	1	1	2	1	1	381.573851763673
38599	3	1	2	1	2	1	1	1	2	1	1	257.298447887911
38600	3	1	1	1	2	2	1	1	2	1	1	360.007794234648
38601	3	1	1	1	2	1	1	1	3	1	1	297.189674181748
38602	3	1	1	1	2	2	1	1	2	1	1	283.938170073102
38603	3	1	1	1	2	1	1	1	99	1	1	348.752988072342
38604	3	1	1	1	2	2	1	1	2	1	1	384.054395826257
38605	3	1	1	1	1	2	1	1	2	1	1	381.573851763673
38606	3	1	1	1	2	1	1	1	2	1	1	296.729965502405
38607	3	1	1	1	2	2	1	1	2	1	1	369.055767645472
38608	3	1	1	1	2	2	1	1	2	1	1	348.752988072342
38609	3	1	1	1	2	2	1	1	2	1	1	360.66779338785
38611	3	1	1	1	2	1	1	1	2	1	1	312.574590204633
38612	3	1	2	1	2	2	1	1	2	1	1	381.573851763673
38613	3	1	1	1	2	1	1	1	2	1	1	374.062867619845
38614	3	1	1	1	2	1	1	1	2	1	1	254.038471985677
38615	3	1	1	1	1	2	1	1	2	1	1	268.166966208116
38616	3	1	1	1	2	2	1	1	2	1	1	347.875997958548
38618	3	1	1	1	1	1	1	1	2	1	1	352.937431632142
38619	3	1	1	1	1	1	1	1	2	1	1	355.417975694726
38620	3	1	1	1	1	1	1	1	2	1	1	347.875997958548
38621	3	1	1	1	1	1	1	1	2	1	1	381.573851763673
38623	3	1	1	1	1	1	1	1	2	1	1	389.115829499851
38624	3	1	1	1	1	1	1	1	2	1	1	323.829396366939
38625	3	1	1	1	1	1	1	1	2	1	1	360.007794234648
38626	3	1	1	1	1	1	1	1	2	1	1	347.489710116447
38628	5	1	1	1	1	2	2	1	3	2	1	467.275319384807
38629	5	1	1	1	1	2	2	1	3	2	1	398.417990313925
38630	5	1	1	1	1	2	2	1	3	2	1	416.666600698192
38631	5	1	1	1	1	2	2	1	3	2	1	451.513801720705
38632	5	1	1	1	2	2	1	1	3	2	1	330.957904092618
38633	5	1	1	1	1	2	1	1	3	2	1	441.970960041499
38635	5	1	1	1	1	2	2	1	3	2	1	494.118573085705
38636	5	1	1	1	1	2	2	1	3	1	1	253.572771655212
38637	5	1	1	1	1	2	2	1	3	1	1	344.63747316162
38638	5	1	1	1	1	2	1	1	3	1	1	261.246717188731
38640	5	1	1	1	1	2	1	1	3	1	1	453.332588477816
38641	5	1	1	1	1	2	1	1	3	1	1	478.121063384017
38642	5	1	1	1	1	2	1	1	3	1	1	512.189218131434
38643	5	1	1	1	1	2	1	1	3	1	1	238.09114639063
38644	5	1	1	1	1	2	1	1	3	1	1	467.275319384807
38645	5	1	1	1	1	2	2	1	3	1	1	238.09114639063
38646	5	1	1	1	1	2	2	1	3	1	1	238.09114639063
38647	5	1	1	1	1	2	2	1	3	1	1	225.950471679219
38649	5	1	1	1	3	2	1	1	3	1	1	439.653019408814
38650	5	1	1	1	1	1	1	1	3	2	1	642.963804727038
38651	5	1	1	1	1	2	2	1	3	2	1	983.601264906038
38652	5	1	1	1	2	1	2	1	3	2	1	635.588438921444
38653	5	1	1	1	1	1	2	1	3	2	1	476.182292781261
38654	5	1	1	1	1	1	1	1	3	2	1	1301.12282443664
38655	5	1	1	1	1	2	1	1	3	2	1	1065.17323412182
38656	5	1	1	1	1	2	2	1	3	1	1	548.068242325489
38657	2	1	1	1	1	1	1	1	3	1	1	1114.65682453266
38658	2	1	1	1	1	1	1	1	3	1	1	685.430362864803
38659	2	1	2	1	1	1	1	1	3	1	1	716.009134977664
38660	2	1	1	1	1	1	1	1	3	1	1	539.858458118575
38661	2	1	1	1	1	1	1	1	3	1	1	884.983020730793
38662	2	1	1	1	1	1	1	1	3	1	1	896.967732339843
38663	2	1	2	1	1	1	1	1	3	1	1	1114.65682453266
38664	2	1	1	1	1	1	1	1	3	1	1	481.893835603666
38665	2	1	1	1	3	1	1	1	3	1	1	758.15353697295
38666	2	1	1	1	3	1	1	1	3	1	1	1186.61937913304
38667	2	1	1	1	3	1	1	1	3	1	1	715.590053251038
38668	2	1	2	1	3	1	1	1	3	1	1	1054.94045715181
38669	2	1	1	1	3	1	1	1	3	1	1	456.627101486231
38670	2	1	1	1	3	1	1	1	3	1	1	656.780716801977
38671	2	1	1	1	3	1	1	1	3	1	1	711.19252187155
38672	2	1	1	1	3	1	1	1	3	1	1	1054.94045715181
38673	4	1	1	1	1	2	1	1	3	1	1	838.818312982889
38674	4	1	1	1	1	1	1	1	3	1	1	556.51816428701
38675	4	1	1	1	1	2	1	1	3	1	1	1206.40479584841
38676	4	1	1	1	1	1	1	1	3	1	1	1145.71377834824
38677	4	1	1	1	1	1	1	1	3	1	1	838.818312982889
38678	4	1	1	1	1	1	1	1	3	1	1	791.332268064157
38679	4	1	1	1	1	1	1	1	3	1	1	1206.40479584841
38680	2	1	2	1	1	1	1	1	3	1	1	981.037407341585
38681	2	1	2	1	1	1	1	1	3	1	1	956.671802880028
38682	2	1	1	1	3	1	1	1	3	1	1	556.95510264263
38683	2	1	2	1	3	1	1	1	3	1	1	806.480729867073
38686	2	1	2	1	3	1	1	1	3	1	1	951.346388671468
38688	2	1	2	1	2	1	1	1	3	1	1	857.753148456946
38689	2	1	1	1	3	1	1	1	3	1	1	690.466116063073
38690	2	1	2	1	2	1	1	1	3	1	1	909.468569074742
38691	2	1	1	1	2	1	1	1	3	1	1	711.215360440172
38692	2	1	2	1	2	1	1	1	3	1	1	966.580390325178
38693	2	1	2	1	2	1	1	1	3	1	1	658.496883911497
38694	2	1	2	1	2	1	1	1	3	1	1	768.996254992108
38695	2	1	2	1	2	1	1	1	3	1	1	938.814674380532
38696	2	1	2	1	2	1	1	1	3	1	1	898.11392369079
38697	2	1	2	1	2	1	1	1	3	1	1	887.958155579067
38698	2	1	2	1	2	1	1	1	3	1	1	1035.77110116642
38699	2	1	1	1	2	1	1	1	3	1	1	982.138551916061
38701	2	1	2	1	3	1	1	1	3	1	1	883.888970794479
38702	2	1	2	1	5	1	1	1	3	1	1	938.814674380532
38703	2	1	2	1	1	1	1	1	3	1	1	308.910587770529
38704	2	1	3	1	1	2	1	1	3	1	1	518.099098380075
38705	2	1	1	1	2	1	1	1	3	1	1	418.051403399679
38706	2	1	1	1	2	1	1	1	3	1	1	479.366400550357
38707	2	1	1	1	2	1	1	1	3	1	1	449.537019417403
38708	2	1	1	1	2	1	1	1	3	1	1	566.27866596835
38709	2	1	1	1	2	1	1	1	3	1	1	318.322246013803
38710	2	1	1	1	2	1	1	1	3	1	1	514.754984672694
38711	2	1	1	1	2	1	1	1	3	1	1	509.816464562181
38712	2	1	1	1	1	1	1	1	3	1	1	518.099098380075
38713	2	1	2	1	1	2	1	1	3	2	1	560.684251463685
38714	2	1	1	1	1	1	1	1	3	1	1	569.622779675731
38715	2	1	2	1	2	1	2	1	3	1	1	286.851368035772
38716	2	1	1	1	2	2	2	1	3	1	1	413.019410869686
38717	2	1	2	1	2	1	2	1	3	1	1	476.096063266797
38718	2	1	2	1	2	2	2	1	3	1	1	530.307963875682
38719	2	1	1	1	1	2	2	1	3	2	1	551.272593220411
38720	2	1	1	1	3	1	2	1	3	1	1	396.295983219749
38721	2	1	1	1	2	1	1	1	3	1	1	572.893116959292
38722	2	1	2	2		1	1	1	3	1	1	1218.74876495585
38723	2	1	2	1	1	1	1	1	3	1	1	1582.73826234048
38724	2	1	1	1	1	1	1	1	3	1	1	1489.66677178319
38725	2	1	2	1	2	1	1	1	3	1	1	1437.15523459104
38726	2	1	2	1	2	1	1	1	3	1	2	1076.7774414726
38728	2	1	2	1	2	1	1	1	3	1	1	1177.41579505922
38731	2	1	2	1	2	1	1	1	3	1	3	1060.70019291858
38733	2	1	1	1	2	1	1	1	3	1	2	1271.260302148
38734	2	1	2	1	2	2	1	1	3	1	1	1550.30426785598
38735	2	1	1	1	1	1	1	1	2	1	1	1080.96166710175
38736	2	1	1	1	1	1	1	1	2	1	1	874.597560405703
38737	2	1	1	1	2	2	1	1	2	1	1	1003.24088032053
38738	2	1	1	1	1	1	1	1	2	1	1	621.980861679021
38739	2	1	1	1	2	2	1	1	2	1	1	573.016508124113
38740	2	1	1	1	1	1	1	1	2	1	1	587.546004308948
38741	2	1	1	1	2	1	1	1	2	1	1	944.034901445591
38742	2	1	1	1	2	1	1	1	2	1	1	631.177848571912
38743	2	1	2	1	1	1	1	1	2	1	1	372.078025581387
38744	2	1	2	1	2	2	1	1	2	1	1	907.234228447671
38745	2	1	1	1	1	1	1	1	2	1	1	456.866173272143
38746	2	1	1	1	1	1	1	1	2	1	1	844.617795517751
38747	2	1	1	1	1	1	1	1	2	1	1	535.171196699056
38748	2	1	1	1	1	1	1	1	2	1	1	700.984593158951
38749	2	1	1	1	1	1	1	1	2	1	1	456.866173272143
38750	2	1	1	1	1	1	1	1	2	1	1	825.172820591654
38751	2	1	1	1	1	1	1	1	2	1	1	759.821168486736
38752	2	1	1	1	1	2	1	1	2	1	1	825.172820591654
38753	2	1	1	1	1	2	1	1	2	1	1	698.249373983953
38754	2	1	2	1	1	1	1	1	2	1	1	597.787629628976
38755	2	1	3	1	1	2	1	1	2	1	1	796.991245031807
38756	2	1	2	1	1	1	1	1	2	1	1	615.489258074919
38757	2	1	1	1	1	1	1	1	2	1	1	456.866173272143
38758	2	1	1	1	1	1	1	1	2	1	1	413.69471526832
38759	2	1	1	1	1	1	1	1	2	1	1	637.669452176014
38760	2	1	1	1	1	1	1	1	2	1	1	372.078025581387
38761	2	1	1	1	1	1	1	1	2	1	1	616.187966127936
38762	2	1	1	1	2	1	1	1	2	1	1	622.679569732038
38763	2	1	1	1	2	1	1	1	3	1	1	332.727697942034
38764	2	1	1	1	2	1	1	1	3	1	1	563.035046397587
38765	2	1	1	1	2	1	1	1	5	1	1	664.504826973525
38766	2	1	1	1	2	1	1	1	3	1	1	653.915213586992
38767	2	1	1	1	2	1	1	1	3	1	1	537.514204288397
38768	2	1	3	1	1	2	1	1	3	1	1	610.950121032178
38769	2	1	1	1	2	1	1	1	3	1	1	389.138715835014
38770	2	1	3	1	1	1	1	1	3	1	1	628.44969788795
38771	2	1	4	1	0	2	2	2		2	1	552.445433011054
38772	2	1	4	1	0	2	2	2		2	1	571.215342029308
38773	2	1	1	1	2	1	1	1	3	1	1	450.482049621408
38774	2	1	1	1	2	1	1	1	3	1	1	357.66958485069
38775	2	1	1	1	2	1	1	1	3	1	1	322.753441357444
38776	2	1	1	1	2	1	1	1	3	1	1	587.361576504301
38777	2	1	4	1	0	2	2	2		2	1	771.745585426372
38778	2	1	1	1	2	1	1	1	3	1	2	640.833272227351
38779	2	1	4	1	0	2	2	2		2	1	739.976745266774
38780	2	1	1	1	2	1	1	1	3	1	1	464.695986515088
38781	2	1	1	1	2	1	1	1	3	1	1	402.398612381695
38782	2	1	1	1	2	1	1	1	3	1	1	521.946925013938
38783	2	1	1	1	2	1	1	1	2	1	1	466.542931709575
38784	2	1	1	1	2	1	1	1	3	1	1	564.250052149922
38785	2	1	1	1	1	1	1	1	3	1	1	445.896051520156
38786	2	1	2	1	2	1	1	1	2	2	1	552.445433011054
38787	2	1	2	1	2	1	1	1	3	1	1	329.580394608386
38788	2	1	2	1	1	1	1	1	3	1	1	532.536538400471
38789	2	1	2	1	2	2	1	1	3	1	1	552.445433011054
38790	2	1	1	1	2	1	1	1	3	1	1	552.445433011054
38791	2	1	3	1	1	1	1	1	2	1	1	495.211077152413
38792	2	1	1	1	1	1	1	1	3	2	1	630.859015642762
38793	2	1	1	1	1	1	1	1	3	2	1	640.916282445648
38794	2	1	1	1	1	1	1	1	3	1	1	798.882433301391
38795	2	1	2	1	1	1	1	1	3	2	1	539.44650186971
38796	2	1	1	1	1	1	1	1	3	1	1	685.151707162944
38797	2	1	1	1	2	1	1	1	3	1	1	705.592948357174
38798	2	1	4	1	0	2	1	1	2	2	1	553.715765173537
38799	2	1	4	1	0	2	2	2		2	1	743.656395184068
38800	2	1	1	1	1	1	1	1	3	1	1	607.270471114884
38801	2	1	4	1	0	2	2	2		2	1	560.625728642775
38802	2	1	1	1	1	1	1	1	3	1	1	611.595503810799
38803	2	1	1	1	1	1	1	1	3	1	1	563.035046397587
38804	2	1	1	1	1	1	1	1	3	1	1	615.450766746605
38805	2	1	4	1	0	2	2	2		2	1	508.454391058885
38806	2	1	4	1	0	2	2	2		2	1	638.506964690836
38807	2	1	1	1	0	2	2	1	1	2	1	617.860084501417
38808	2	1	4	1	0	2	2	2		2	1	716.920547322543
38809	2	1	4	1	0	2	2	2		2	1	550.036115256242
38810	2	1	1	1	1	1	1	1	3	1	1	660.742166837935
38811	2	1	4	1	0	2	2	2		2	1	487.162128090845
38812	2	1	1	1	1	2	2	1	3	1	1	582.94394100817
38813	2	1	1	1	0	2	2	1	3	1	1	576.771963117768
38814	2	1	1	1	0	2	1	1	3	2	1	563.035046397587
38815	2	1	3	1	0	2	2	1	3	2	1	573.62465978412
38816	2	1	3	1	0	2	1	1	3	2	1	625.247068144154
38817	2	1	4	1	0	2	2	1	3	2	1	695.003334970641
38818	2	1	3	1	1	2	1	1	3	2	1	582.94394100817
38819	2	1	1	1	1	2	1	1	3	1	1	617.860084501417
38820	2	1	3	1	0	2	2	1	3	2	1	573.62465978412
38821	2	1	3	1	0	2	2	1	3	2	1	693.332002794665
38822	2	1	1	1	1	2	2	1	3	2	1	563.035046397587
38823	2	1	1	1	1	2	2	1	3	2	1	551.69086479201
38824	2	1	1	1	2	1	1	1	3	1	1	394.396271937015
38825	2	1	1	1	2	1	1	1	3	1	1	552.445433011054
38826	2	1	1	1	2	1	1	1	3	1	1	470.390944231991
38827	2	1	1	1	2	1	1	1	2	1	1	470.390944231991
38828	2	1	1	1	1	1	1	1	3	1	1	439.892436234875
38829	2	1	4	1	0	2	2	2		2	1	713.803269965573
38830	2	1	1	1	2	1	1	1	3	1	1	563.035046397587
38831	2	1	1	1	2	1	1	1	3	1	1	677.50375811487
38832	2	1	1	1	0	2	2	2		2	1	495.211077152413
38833	2	1	1	1	2	1	1	1	3	1	1	374.309422139391
38834	2	1	1	1	2	1	1	1	3	1	1	596.680857728351
38835	2	1	4	1	0	2	2	2		2	1	446.634037098992
38836	2	1	1	1	0	2	2	1	2	1	1	596.680857728351
38837	2	1	1	1	2	1	1	1	3	1	1	621.007387835064
38838	2	1	1	1	2	1	1	1	3	1	1	607.270471114884
38839	2	1	2	1	2	1	1	1	3	1	1	368.752801050932
38840	2	1	2	1	1	1	1	1	2	1	1	640.916282445648
38841	2	1	1	1	2	1	1	1	3	1	1	497.126792093516
38842	2	1	2	1	1	1	1	1	3	1	1	596.680857728351
38843	2	1	3	1	0	2	2	2		2	1	552.445433011054
38844	2	1	1	1	2	1	1	1	3	1	1	552.445433011054
38845	2	1	1	1	2	1	1	1	3	1	1	552.445433011054
38846	2	1	2	1	1	1	1	1	3	1	1	495.211077152413
38847	2	1	2	1	1	1	1	1	3	1	1	582.94394100817
38848	2	1	1	1	2	1	1	1	3	1	1	563.035046397587
38849	2	1	1	1	2	1	1	1	3	1	1	470.390944231991
38850	2	1	1	1	1	1	1	1	3	2	1	516.390303925479
38851	2	1	1	1	2	1	1	1	3	1	1	262.854792574765
38852	2	1	4	1	0	2	2	2		2	1	566.182349731235
38853	2	1	1	1	2	1	1	1	3	1	1	338.254293053816
38854	2	1	4	1	0	2	2	2		2	1	750.566358653307
38855	2	1	1	1	2	1	1	1	3	1	1	374.309422139391
38856	2	1	1	1	1	1	1	1	3	1	1	1693.96943348217
38857	2	1	2	1	1	1	1	1	3	1	1	779.963904471977
38858	2	1	1	1	2	1	1	1	3	1	1	1693.96943348217
38859	2	1	2	1	1	1	1	1	3	1	1	1125.97254394608
38860	2	1	1	1	2	1	1	1	3	1	1	779.963904471977
38861	2	1	1	1	1	1	1	1	3	1	1	1693.96943348217
38862	2	1	2	1	2	1	1	1	3	1	1	603.213032581448
38863	2	1	2	1	1	1	1	1	3	1	1	1932.18445288908
38864	2	1	1	1	1	1	1	1	2	1	1	503.350087072776
38865	2	1	2	1	1	1	1	1	1	1	1	283.213020987361
38866	2	1	2	1	1	1	1	1	2	1	1	283.213020987361
38867	2	1	2	1	1	1	1	1	2	1	1	520.819949403191
38868	2	1	1	1	1	1	1	1	1	1	1	749.767618661517
38869	2	1	1	1	1	1	1	1	1	1	1	484.765520564829
38870	2	1	1	1	1	1	1	1	2	1	1	333.435614304467
38871	2	1	1	1	1	1	1	1	2	1	1	484.765520564829
38872	2	1	1	1	1	1	1	1	2	1	1	424.817512302107
38873	2	1	1	1	1	1	1	1	2	1	1	256.450875402972
38874	2	1	1	1	1	1	1	1	1	1	1	542.166244124902
38875	2	1	1	1	1	1	1	1	1	1	1	484.765520564829
38876	2	1	1	1	1	2	1	1	2	1	1	540.052091113895
38877	2	1	2	1	1	1	2	2		1	1	561.750259466324
38878	2	1	1	1	1	1	1	1	2	1	1	230.652536416056
38879	2	1	1	1	0	2	2	2		2	1	542.166244124902
38880	2	1	2	1	1	1	2	2		1	1	540.519220088671
38881	2	1	1	1	1	1	1	1	2	1	1	412.763500834371
38882	2	1	2	1	1	1	1	1	1	1	1	355.215040717819
38883	2	1	2	1	1	1	1	1	2	1	1	512.64237032675
38884	2	1	1	1	1	1	1	1	2	1	1	230.652536416056
38885	2	1	2	1	1	2	1	1	1	1	1	412.763500834371
38886	2	1	1	1	1	1	1	1	2	1	1	370.570750037227
38887	2	1	1	1	1	1	1	1	1	1	1	523.581677616954
38888	2	1	1	1	1	1	1	1	1	1	1	409.461802982699
38889	2	1	1	1	1	1	1	1	2	1	1	436.223948567088
38890	2	1	1	1	1	1	2	2		1	1	419.83479313107
38891	2	1	1	1	1	1	1	1	1	1	1	511.527666149218
38892	2	1	1	1	1	2	1	1	2	1	1	601.213991721205
38893	2	1	1	1	1	2	2	1	1	1	1	523.581677616954
38894	2	1	1	1	1	1	2	2		1	1	432.199779619314
38895	2	1	1	1	1	1	1	1	2	1	1	482.651367553822
38896	2	1	1	1	1	1	1	1	1	1	1	532.873960870928
38897	2	1	1	1	1	1	1	1	2	1	1	658.614715281278
38898	2	1	1	1	1	1	1	1	2	1	1	265.743158656945
38899	2	1	1	1	1	2	2	1	2	1	1	494.057803818803
38900	2	1	1	1	1	2	1	1	1	1	1	283.213020987361
38901	2	1	1	1	1	2	2	2		1	1	571.690117923054
38902	2	1	1	1	1	1	1	2		1	1	283.213020987361
38903	2	1	1	1	1	1	1	1	2	1	1	403.323481023918
38904	2	1	1	1	1	2	1	2		1	1	563.43128078569
38905	2	1	1	1	1	1	1	1	1	1	1	434.542927247722
38906	2	1	1	1	1	2	1	1	2	1	1	322.029178039486
38907	1	1	2	1	3	1	1	1	3	1	1	1240.55307471937
38908	1	1	1	1	3	1	1	1	3	1	1	2156.4621958526
38909	1	1	1	1	3	1	1	1	3	1	1	1050.31554347252
38910	1	1	1	1	3	1	1	1	3	1	1	1303.69796295901
38911	1	1	2	1	3	1	1	1	3	1	1	1156.8648787866
38912	1	1	2	1	3	1	1	1	3	1	1	883.082255459719
38913	1	1	2	1	3	1	1	1	3	1	1	1303.69796295901
38914	1	1	2	1	3	1	1	1	3	1	1	2334.79201572681
38915	1	1	2	1	3	1	1	1	3	1	1	2117.78696293971
38916	1	1	2	1	3	1	1	1	3	1	1	1104.25111962376
38917	1	1	2	1	3	1	1	1	3	1	1	1148.14383693653
38918	1	1	2	1	3	1	1	1	3	1	1	966.627347539754
38919	1	1	2	1	3	1	1	1	3	1	1	1095.67318162643
38920	1	1	2	1	3	1	1	1	3	1	1	1067.61452331992
38921	1	1	2	1	3	1	1	1	3	1	1	1202.56768332612
38922	1	1	1	1	3	1	1	1	3	1	1	1088.01472716031
38923	1	1	1	1	3	1	1	1	3	1	1	1095.53007777369
38924	1	1	1	1	4	1	1	1	3	1	1	1032.38518953405
38925	1	1	1	1	4	1	1	1	3	1	1	818.731675983394
38926	1	1	1	1	4	1	1	1	3	1	1	1012.12808954639
38927	1	1	2	1	4	1	1	1	3	1	1	1160.02376110275
38928	1	1	1	1	4	1	1	1	3	1	1	1104.25111962376
38929	1	1	1	1	4	1	1	1	3	1	1	1059.03658532259
38930	1	1	1	1	3	1	1	1	3	1	1	1148.14383693653
38931	1	1	1	1	4	1	1	1	3	1	1	966.770451392487
38932	1	1	1	1	4	1	1	1	3	1	1	1248.06842533275
38933	1	1	2	1	3	1	1	1	3	1	1	1096.73576901037
38934	1	1	2	1	3	1	1	1	3	1	1	1151.15961539995
38935	1	1	2	1	3	1	1	1	3	1	1	1243.71195703552
38936	1	1	2	1	3	1	1	1	3	1	1	1096.73576901037
38937	1	1	2	1	3	1	1	1	99	1	1	1088.15783101304
38938	1	1	1	1	3	1	1	1	3	1	1	1160.02376110275
38939	1	1	2	1	3	1	1	1	3	1	1	1058.89348146985
38940	1	1	2	1	3	1	1	1	3	1	1	1058.89348146985
38941	1	1	2	1	3	1	1	1	3	1	1	2422.57745035236
38942	1	1	2	1	3	1	1	1	3	1	1	2328.76045879997
38943	1	1	1	1	3	1	1	1	3	1	1	994.542901993529
38944	1	1	1	1	3	1	1	1	3	1	1	1088.01472716031
38945	1	1	1	1	3	1	1	1	3	1	1	1456.09320666534
38946	1	1	2	1	1	1	1	1	99	1	1	1058.89348146985
38947	1	1	2	1	1	1	1	1	3	1	1	1075.1298739333
38948	1	1	2	1	1	1	1	1	3	1	1	1158.67496601334
38949	1	1	1	1	3	1	1	1	3	1	1	1202.56768332612
38950	1	1	2	1	1	1	1	1	3	1	1	1075.1298739333
38951	1	1	1	1	3	1	1	1	3	1	1	1050.17243961979
38952	1	1	2	1	3	1	1	1	3	1	1	1064.5987448565
38953	3	1	1	1	2	1	1	1	3	1	1	324.551175992779
38954	3	1	2	1	2	1	1	1	3	1	1	340.118474521234
38955	3	1	2	1	4	1	1	1	3	1	1	484.090495994342
38956	3	1	1	1	3	2	1	1	3	1	1	366.366287874979
38957	3	1	2	1	4	1	1	1	3	1	1	484.090495994342
38958	3	1	2	1	4	1	1	1	3	1	1	461.615820734899
38959	3	1	2	1	4	1	1	1	3	1	1	389.712549410164
38960	3	1	2	1	4	1	1	1	3	1	1	385.241687433685
38961	3	1	2	1	4	1	1	1	3	1	1	367.237874150721
38962	3	1	2	1	4	1	1	1	3	1	1	484.090495994342
38963	3	1	2	1	4	1	1	1	3	1	1	542.572797819714
38964	3	1	2	1	4	1	1	1	3	1	1	389.712549410164
38965	3	1	1	1	3	1	1	1	3	1	1	446.754629658549
38966	3	1	2	1	3	1	1	1	3	1	1	384.902346216482
38967	3	1	3	1	3	1	1	1	3	1	1	484.090495994342
38968	3	1	2	1	3	1	1	1	3	1	1	290.524399632303
38969	3	1	3	1	3	1	1	1	3	1	1	484.090495994342
38970	3	1	2	1	4	1	1	1	3	1	1	324.551175992779
38971	3	1	2	1	3	1	1	1	3	1	1	302.948087009078
38972	3	1	2	1	2	2	1	1	3	1	1	388.840963134422
38973	3	1	1	1	2	1	1	1	2	1	1	912.692440609372
38974	3	1	1	1	2	1	1	1	2	1	1	679.939275514995
38975	3	1	1	1	2	1	1	1	2	1	1	696.343849286239
38976	3	1	1	1	2	1	1	1	2	1	1	730.637689761489
38977	3	1	1	1	2	1	1	1	2	1	2	363.364699046965
38978	3	1	1	1	2	1	1	1	2	1	1	696.343849286239
38979	3	1	1	1	2	1	1	1	2	1	1	488.066690790746
38980	3	1	1	1	2	1	1	1	2	1	1	759.467766728574
38981	3	1	1	1	3	1	1	1	2	1	1	767.723653677367
38982	3	1	1	1	3	1	1	1	2	1	1	801.25535010443
38983	3	1	2	1	4	1	1	1	2	1	1	800.287196890575
38984	3	1	1	1	4	1	1	1	2	1	1	824.223172393624
38985	3	1	3	1	2	2	1	1	2	1	1	743.787678174318
38986	3	1	2	1	4	1	1	1	2	1	1	654.556265910383
38987	3	1	1	1	2	1	1	1	2	1	1	696.343849286239
38988	3	1	2	1	3	1	1	1	2	1	1	794.630951378352
38989	3	1	1	1	3	2	1	1	2	1	1	654.556265910383
38990	3	1	2	1	3	1	1	1	2	1	1	752.843368002496
38991	3	1	1	1	3	1	1	1	2	1	1	638.913836187325
38992	3	1	1	1	3	1	1	1	2	1	1	752.843368002496
38993	3	1	1	1	3	1	1	1	2	1	1	624.201900846924
38994	3	1	2	1	3	1	1	1	2	1	1	680.701419563181
38995	3	1	1	1	3	1	1	1	2	1	1	710.293640578453
38996	3	1	2	1	3	1	1	1	2	1	1	853.815393408896
38997	3	1	2	1	3	1	1	1	2	1	1	638.151692139139
38998	3	1	2	1	3	1	1	1	3	1	1	688.087962337446
38999	3	1	1	1	3	1	1	1	2	1	1	696.343849286239
