DIRECTORIO	NRO_ENCUESTA	HOGAR_NUMERO	PERSONA_NUMERO	P6008	P220	P5785	P5465	P6050	P605	P6160	P8586	P6210	P6210S1	P6945	FEX_P
18826	252	1	6	6	1	8									476.71860719
18827	252	1	1		2	48	99	1	2	1	2	1		4	640.34934454
18827	252	1	2		1	32	6	3	6	1	2	3	4	4	640.34934454
18827	252	1	3		1	25	5	3	6	1	2	3	3	4	640.34934454
18827	252	1	4		2	30	5	3	3	1	2	3	5	4	640.34934454
18827	252	1	5		1	32	5	5	3	1	2	1		4	640.34934454
18827	252	1	6		2	8									640.34934454
18827	252	1	7		1	3									640.34934454
18827	252	1	8	8	1	1									640.34934454
18828	252	1	1	1	1	43	1	1	6	1	2	3	4	1	540.05836077
18829	252	1	1	1	1	40	7	1	2	1	2	4	5	1	540.05836077
18830	252	1	1		2	68	1	1	4	1	2	3	4	1	468.4830492
18830	252	1	2	2	1	48	1	3	6	1	2	4	2	1	468.4830492
18831	252	1	1		2	44	5	1	4	1	2	4	5	1	477.45549874
18831	252	1	2		2	15									477.45549874
18831	252	1	3		2	21	7	3	2	1	2	5	2	1	477.45549874
18831	252	1	4		1	21	1	5	2	1	2	5	2	1	477.45549874
18831	252	1	5		1	6									477.45549874
18831	252	1	6	6	2	3									477.45549874
18832	252	1	1		2	39	99	1	2	1	2	3	3	1	506.0872407
18832	252	1	2		1	44	5	2	2	1	2	4	2	1	506.0872407
18832	252	1	3	3	2	11									506.0872407
18833	252	1	1		1	68	7	1	5	1	2	3	6	1	470.53124864
18833	252	1	2	2	1	22	7	4	6	1	1	6	2	1	470.53124864
18834	252	1	1		1	82	1	1	5	2	2	1		1	470.53124864
18834	252	1	2	2	1	23	1	4	6	1	2	5	2	1	470.53124864
18835	252	1	1		2	50	1	1	2	1	2	3	6	1	518.23978
18835	252	1	2		1	41	1	2	2	1	2	3	6	1	518.23978
18835	252	1	3		2	15									518.23978
18835	252	1	4		2	12									518.23978
18835	252	1	5	5	2	8									518.23978
18836	252	1	1		1	68	5	1	2	1	2	3	5	1	354.7447599
18836	252	1	2		2	48	5	2	2	1	2	3	6	1	354.7447599
18836	252	1	3	3	2	8									354.7447599
18837	252	1	1		2	76	6	1	5	2	2	1		4	452.00384654
18837	252	1	2		2	32	6	3	2	1	2	4	2	4	452.00384654
18837	252	1	3		1	25	6	9	2	1	2	3	4	4	452.00384654
18837	252	1	4		2	11									452.00384654
18837	252	1	5		1	9									452.00384654
18837	252	1	6		2	8									452.00384654
18837	252	1	7	7	2	5									452.00384654
18838	252	1	1		2	62	6	1	2	2	2	1		1	370.32419512
18838	252	1	2		1	57	1	2	2	1	2	3	6	1	370.32419512
18838	252	1	3		1	18	1	3	6	1	1	5	1	1	370.32419512
18838	252	1	4		2	22	1	3	4	1	2	5	2	1	370.32419512
18838	252	1	5		1	8									370.32419512
18838	252	1	6	6	2	4									370.32419512
18839	252	1	1		1	72	1	1	2	2	2	1		1	360.084138
18839	252	1	2		2	52	1	2	2	2	2	1		1	360.084138
18839	252	1	3		2	10									360.084138
18839	252	1	4	4	1	8									360.084138
18840	252	1	1		1	45	6	1	2	1	2	4	5	1	476.71860719
18840	252	1	2		2	39	6	2	2	1	2	3	2	1	476.71860719
18840	252	1	3		1	17									476.71860719
18840	252	1	4		1	14									476.71860719
18840	252	1	5		2	19	6	3	4	1	2	5	2	1	476.71860719
18840	252	1	6	6	2	1									476.71860719
18841	252	1	1		2	31	6	1	2	1	2	5	2	1	423.53498048
18841	252	1	2	2	1	11									423.53498048
18842	252	1	1		2	55	1	1	4	1	2	5	2	1	473.82242731
18842	252	1	2		1	37	1	3	2	1	2	6	2	1	473.82242731
18842	252	1	3	3	1	15									473.82242731
18843	252	1	1		2	57	6	1	5	1	2	3	6	1	493.7718255
18843	252	1	2		1	42	5	5	4	1	2	3	6	1	493.7718255
18843	252	2	1		2	37	6	1	2	1	2	5	2	1	493.7718255
18843	252	2	2		1	41	5	2	2	1	2	5	2	1	493.7718255
18843	252	2	3		2	14									493.7718255
18843	252	2	4	4	2	8									493.7718255
18843	252	3	1		2	36	6	1	4	1	2	4	5	1	493.7718255
18843	252	3	2		1	15									493.7718255
18843	252	3	3		2	12									493.7718255
18844	252	1	1		2	51	6	1	4	1	2	3	6	1	428.43565948
18844	252	1	2		1	32	5	5	6	1	2	5	2	1	428.43565948
18844	252	1	3	3	2	85	5	5	5	2	2	1		1	428.43565948
18845	252	1	1		2	27	6	1	3	1	2	5	2	1	602.55090712
18845	252	1	2		1	33	7	2	3	1	2	5	2	1	602.55090712
18845	252	1	3	3	1	10									602.55090712
18846	252	1	1		2	61	6	1	5	1	2	3	6	1	453.51751003
18846	252	1	2		2	37	99	3	2	1	2	3	6	1	453.51751003
18846	252	1	3		1	40	6	9	2	1	2	5	2	1	453.51751003
18846	252	1	4		2	15									453.51751003
18846	252	1	5		1	4									453.51751003
18846	252	1	6	6	2	82	6	5	5	2	2	1		1	453.51751003
18847	252	1	1		2	43	7	1	2	1	2	3	5	1	754.2430838
18847	252	1	2		1	41	7	2	2	1	2	4	5	1	754.2430838
18847	252	1	3		2	11									754.2430838
18847	252	1	4	4	2	9									754.2430838
18848	252	1	1		2	29	6	1	6	1	2	6	5	1	348.90125392
18848	252	1	2		2	63	6	5	3	1	2	3	4	1	348.90125392
18848	252	1	3	3	2	26	6	5	6	1	1	6	4	5	348.90125392
18849	252	1	1		2	49	1	1	3	1	2	6	5	99	939.69298748
18849	252	1	2		1	56	6	2	3	1	2	6	5	1	939.69298748
18849	252	1	3	3	1	17									939.69298748
18850	252	1	1		2	27	5	1	2	1	2	6	3	1	582.36462912
18850	252	1	2		1	23	6	2	2	1	2	4	4	1	582.36462912
18850	252	1	3	3	2	1									582.36462912
18851	252	1	1		2	45	1	1	2	1	2	3	4	1	348.90125392
18851	252	1	2		1	53	1	2	2	1	2	5	2	1	348.90125392
18851	252	1	3		1	24	99	3	6	1	1	6	4	1	348.90125392
18851	252	1	4		2	19	99	3	6	1	1	6	2	1	348.90125392
18851	252	1	5		2	16									348.90125392
18851	252	1	6		2	33	6	5	4	1	2	4	2	1	348.90125392
18851	252	1	7		2	10									348.90125392
18851	252	1	8	8	1	7									348.90125392
18852	252	1	1		2	31	6	1	4	1	2	6	2	1	518.7218352
18852	252	1	2		1	16									518.7218352
18852	252	1	3		2	8									518.7218352
18852	252	1	4		2	96	99	5	5	1	2	1		1	518.7218352
18852	252	1	5		1	26	99	5	6	1	2	5	2	1	518.7218352
18852	252	1	6		1	27	99	5	2	1	1	6	1	1	518.7218352
18852	252	1	7		2	28	99	9	2	1	2	5	2	1	518.7218352
18852	252	1	8	8	1	1									518.7218352
18853	252	1	1		2	80	5	1	5	1	2	1		99	615.46963876
18853	252	1	2	2	1	26	5	4	2	1	2	4	4	1	615.46963876
18854	252	1	1		1	69	5	1	2	2	2	1		1	377.97905232
18854	252	1	2		2	65	6	2	2	1	2	3	4	99	377.97905232
18854	252	1	3		2	42	5	3	4	1	2	4	2	1	377.97905232
18854	252	1	4		1	25	5	4	6	1	1	6	2	1	377.97905232
18854	252	1	5		2	22	6	5	2	1	2	6	3	3	377.97905232
18854	252	1	6	6	1	20	99	5	6	1	1	6	2	1	377.97905232
18855	252	1	1	1	2	26	99	1	6	1	1	6	0	99	348.90125392
18856	252	1	1	1	1	41	6	1	4	1	2	3	6	1	775.92556465
18857	252	1	1		2	28	7	1	2	1	2	6	5	1	602.55090712
18857	252	1	2		1	32	7	2	2	1	2	6	5	1	602.55090712
18857	252	1	3	3	1	1									602.55090712
18858	252	1	1		2	53	1	1	4	1	1	5	2	3	348.90125392
18858	252	1	2		2	23	6	3	6	1	2	6	3	2	348.90125392
18858	252	1	3	3	2	22	1	5	6	1	1	6	4	2	348.90125392
18859	252	1	1		2	32	5	1	4	1	2	3	6	1	676.12002698
18859	252	1	2		2	13									676.12002698
18859	252	1	3	3	2	8									676.12002698
18860	252	1	1		1	34	5	1	4	1	1	6	0	99	680.67396394
18860	252	1	2		1	7									680.67396394
18860	252	1	3		2	49	5	5	5	1	2	3	4	1	680.67396394
18860	252	1	4	4	1	25	7	5	6	1	2	3	6	5	680.67396394
18861	252	1	1		2	34	1	1	2	1	2	5	2	5	1118.1862712
18861	252	1	2		1	27	2	2	2	1	2	4	2	1	1118.1862712
18861	252	1	3		2	15									1118.1862712
18861	252	1	4		2	11									1118.1862712
18861	252	1	5		2	5									1118.1862712
18861	252	1	6	6	1	4									1118.1862712
18862	252	1	1		1	67	6	1	2	1	2	3	3	1	1283.4498968
18862	252	1	2		2	33	99	2	2	1	2	4	5	5	1283.4498968
18862	252	1	3		2	13									1283.4498968
18862	252	1	4		1	7									1283.4498968
18862	252	1	5	5	2	5									1283.4498968
18863	252	1	1		1	39	6	1	2	1	2	6	2	5	1139.868752
18863	252	1	2		2	17									1139.868752
18863	252	1	3	3	1	2									1139.868752
18864	252	1	1		2	22	99	1	2	1	2	6	1	5	794.61563981
18864	252	1	2		1	24	99	2	2	2	1	6	1	1	794.61563981
18864	252	1	3		1	5									794.61563981
18864	252	1	4	4	1	0									794.61563981
18865	252	1	1		2	35	5	1	2	1	1	6	1	1	735.18265815
18865	252	1	2		1	16									735.18265815
18865	252	1	3		1	8									735.18265815
18865	252	1	4		1	6									735.18265815
18865	252	1	5		1	4									735.18265815
18865	252	1	6	6	2	18	6	5	6	2	2	1		5	735.18265815
18866	252	1	1		2	62	6	1	5	1	2	3	6	1	520.21803805
18866	252	1	2		1	38	5	3	6	1	2	5	1	1	520.21803805
18866	252	1	3		2	27	5	3	6	1	1	6	3	1	520.21803805
18866	252	1	4		1	24	5	3	6	1	2	6	2	1	520.21803805
18866	252	1	5	5	1	9									520.21803805
18867	252	1	1		2	34	99	1	2	1	2	3	6	1	868.18475967
18867	252	1	2		1	16									868.18475967
18867	252	1	3		2	14									868.18475967
18867	252	1	4	4	2	13									868.18475967
18868	252	1	1		2	24	7	1	2	1	2	5	2	5	716.492583
18868	252	1	2		1	5									716.492583
18868	252	1	3	3	1	1									716.492583
18869	252	1	1		2	43	5	1	4	2	2	1		1	348.90125392
18869	252	1	2	2	2	74	5	5	5	1	2	3	6	1	348.90125392
18870	252	1	1		1	29	6	1	2	1	2	5	2	1	946.30781648
18870	252	1	2		2	39	99	2	2	1	2	5	2	5	946.30781648
18870	252	1	3		2	11									946.30781648
18870	252	1	4		1	6									946.30781648
18870	252	1	5	5	2	1									946.30781648
18871	252	1	1		1	50	5	1	4	1	2	3	6	1	1025.9270761
18871	252	1	2		1	20	99	3	6	1	2	5	1	1	1025.9270761
18871	252	1	3	3	2	16									1025.9270761
18872	252	1	1		2	30	6	1	2	1	2	5	2	1	602.55090712
18872	252	1	2		1	32	6	2	2	1	2	3	6	1	602.55090712
18872	252	1	3	3	1	4									602.55090712
18873	252	1	1	1	1	28	5	1	6	1	2	4	3	4	775.92556465
18874	252	1	1	1	2	88	5	1	5	1	2	3	5	1	537.34658195
18875	252	1	1	1	2	59	99	1	4	1	2	5	2	10	537.34658195
18876	252	1	1		2	50	5	1	2	1	2	5	2	1	504.2415723
18876	252	1	2	2	2	12									504.2415723
18877	252	1	1		2	43	1	1	3	1	2	6	2	1	348.90125392
18877	252	1	2		1	46	6	2	3	1	2	4	2	1	348.90125392
18877	252	1	3		2	18	7	3	6	1	1	6	0	1	348.90125392
18877	252	1	4	4	1	9									348.90125392
18878	252	1	1		2	30	6	1	4	1	2	6	5	1	524.42785031
18878	252	1	2	2	1	4									524.42785031
18879	252	1	1	1	2	34	6	1	6	1	1	6	4	1	348.90125392
18880	252	1	1		1	33	5	1	3	1	2	6	1	1	774.4293618
18880	252	1	2		2	30	6	2	3	1	2	6	2	1	774.4293618
18880	252	1	3		1	6									774.4293618
18880	252	1	4	4	2	3									774.4293618
18881	252	1	1		1	28	6	1	6	1	2	3	4	1	410.48617444
18881	252	1	2	2	2	24	6	5	6	1	2	5	2	1	410.48617444
18882	252	1	1		2	19	5	1	2	1	2	4	3	1	716.492583
18882	252	1	2		1	6									716.492583
18882	252	1	3	3	1	2									716.492583
18883	252	1	1		1	64	99	1	3	1	2	3	6	4	1030.7347759
18883	252	1	2		2	55	5	2	3	2	2	1		1	1030.7347759
18883	252	1	3	3	1	18	5	3	6	1	2	4	2	1	1030.7347759
18884	252	1	1		1	32	5	1	2	1	2	3	5	1	986.68037249
18884	252	1	2		2	32	5	2	2	1	2	4	3	3	986.68037249
18884	252	1	3		1	15									986.68037249
18884	252	1	4		1	9									986.68037249
18884	252	1	5	5	1	7									986.68037249
18885	252	1	1		1	27	5	1	2	1	2	4	4	2	410.48617444
18885	252	1	2	2	2	25	7	2	2	1	2	5	2	3	410.48617444
18886	252	1	1	1	2	53	7	1	4	1	2	4	4	3	348.90125392
18887	252	1	1		1	36	5	1	2	1	2	4	2	4	966.49409449
18887	252	1	2		2	24	5	2	2	1	2	5	1	4	966.49409449
18887	252	1	3		1	11									966.49409449
18887	252	1	4		2	6									966.49409449
18887	252	1	5	5	1	4									966.49409449
18888	252	1	1		1	32	6	1	2	1	2	4	4	4	602.55090712
18888	252	1	2		2	22	99	2	2	1	2	4	4	4	602.55090712
18888	252	1	3	3	1	5									602.55090712
18889	252	1	1		1	46	1	1	2	1	2	4	2	4	774.4293618
18889	252	1	2		2	35	99	2	2	1	2	4	2	1	774.4293618
18889	252	1	3		1	9									774.4293618
18889	252	1	4	4	2	4									774.4293618
18890	252	1	1		2	52	6	1	2	1	2	6	10	1	524.42785031
18890	252	1	2	2	1	12									524.42785031
18891	252	1	1		2	80	99	1	5	1	2	5	1	1	348.90125392
18891	252	1	2	2	2	37	99	4	6	2	2	1		1	348.90125392
18892	252	1	1		1	82	6	1	3	1	2	3	6	10	368.81567235
18892	252	1	2		2	67	6	2	2	1	2	6	4	10	368.81567235
18892	252	1	3		2	27	6	4	4	1	2	5	2	10	368.81567235
18892	252	1	4		1	10									368.81567235
18892	252	1	5	5	2	3									368.81567235
18893	252	1	1		1	41	6	1	2	1	2	6	2	1	638.26897648
18893	252	1	2		2	23	6	2	2	1	2	6	2	1	638.26897648
18893	252	1	3		1	4									638.26897648
18893	252	1	4		2	2									638.26897648
18893	252	1	5	5	2	71	6	5	4	1	2	5	2	1	638.26897648
18894	252	1	1		1	45	6	1	2	1	2	5	2	1	567.98932695
18894	252	1	2		2	40	6	2	3	1	2	6	2	1	567.98932695
18894	252	1	3		2	21	99	3	6	1	2	6	1	1	567.98932695
18894	252	1	4		2	12									567.98932695
18894	252	1	5		1	8									567.98932695
18894	252	1	6		1	20	7	3	1	1	2	6	1	1	567.98932695
18894	252	1	7		2	18	6	5	1	1	1	4	3	1	567.98932695
18894	252	1	8	8	2	1									567.98932695
18895	252	1	1		2	64	99	1	5	1	2	4	5	2	1150.7547093
18895	252	1	2		2	34	99	3	4	1	1	5	2	1	1150.7547093
18895	252	1	3		1	20	99	4	6	1	1	5	2	1	1150.7547093
18895	252	1	4		1	10									1150.7547093
18895	252	1	5		1	7									1150.7547093
18895	252	1	6		1	6									1150.7547093
18895	252	1	7	7	1	32	99	3	4	1	1	5	2	1	1150.7547093
18896	252	1	1		1	67	6	1	3	1	2	5	2	1	553.88575059
18896	252	1	2		2	61	6	2	3	1	2	5	2	2	553.88575059
18896	252	1	3	3	1	34	6	3	6	1	2	6	4	1	553.88575059
18897	252	1	1		2	54	6	1	4	1	2	4	1	10	695.65527059
18897	252	1	2		2	27	6	3	4	1	2	5	2	10	695.65527059
18897	252	1	3		1	26	6	3	6	1	2	4	2	1	695.65527059
18897	252	1	4		1	3									695.65527059
18897	252	1	5	5	1	0									695.65527059
18898	252	1	1		1	29	6	1	3	1	2	6	2	1	697.05045906
18898	252	1	2		2	50	6	5	4	1	2	6	2	1	697.05045906
18898	252	1	3		1	20	6	5	6	1	1	6	0	1	697.05045906
18898	252	1	4		1	10									697.05045906
18898	252	1	5	5	2	39	6	5	4	1	2	6	4	1	697.05045906
18899	252	1	1		1	51	5	1	2	1	2	3	6	1	302.56653747
18899	252	1	2		2	51	99	2	2	1	2	3	6	1	302.56653747
18899	252	1	3		2	20	99	3	6	1	1	6	3	1	302.56653747
18899	252	1	4	4	2	19	99	5	6	1	1	5	2	1	302.56653747
18900	252	1	1		2	76	6	1	5	1	2	3	6	1	309.93456852
18900	252	1	2		2	55	6	3	4	1	2	6	5	1	309.93456852
18900	252	1	3		1	25	6	4	6	1	2	5	2	1	309.93456852
18900	252	1	4	4	2	83	6	5	6	1	2	5	2	1	309.93456852
18901	252	1	1		1	32	6	1	2	1	2	6	2	1	799.989575
18901	252	1	2		2	26	6	2	2	1	1	6	5	1	799.989575
18901	252	1	3		1	5									799.989575
18901	252	1	4	4	2	0									799.989575
18902	252	1	1		1	85	6	1	3	1	2	3	6	1	314.20191469
18902	252	1	2		2	79	6	2	3	1	2	5	2	1	314.20191469
18902	252	1	3		2	54	6	3	5	1	2	6	5	1	314.20191469
18902	252	1	4	4	1	10									314.20191469
18903	252	1	1		1	55	6	1	2	1	2	5	2	1	341.96817019
18903	252	1	2		2	46	6	2	2	1	2	4	2	1	341.96817019
18903	252	1	3	3	2	17									341.96817019
18904	252	1	2		2	26	6	2	2	1	1	6	2	1	616.31468523
18904	252	1	3		2	6									616.31468523
18904	252	1	4		2	3									616.31468523
18904	252	1	5		2	52	6	5	5	1	2	6	8	1	616.31468523
18904	252	1	6	6	1	6									616.31468523
18904	252	1	1		1	43	6	1	2	1	2	5	2	1	616.31468523
18905	252	1	1		1	80	6	1	2	1	2	4	2	1	742.45385128
18905	252	1	2		2	73	6	2	2	1	2	3	6	1	742.45385128
18905	252	1	3		1	24	6	3	6	1	2	4	5	1	742.45385128
18905	252	1	4	4	1	12									742.45385128
18906	252	1	1		1	20	6	1	2	1	2	6	1	1	746.77100581
18906	252	1	2		2	23	6	2	2	1	2	6	1	1	746.77100581
18906	252	1	3	3	1	21	6	5	6	1	2	5	2	1	746.77100581
18907	252	1	1		2	54	6	1	5	1	2	5	2	1	318.51906923
18907	252	1	2		2	20	6	3	1	1	2	5	2	1	318.51906923
18907	252	1	3	3	1	20	6	9	1	1	2	4	2	1	318.51906923
18908	252	1	1		2	61	6	1	4	1	2	6	2	1	633.37576557
18908	252	1	2	2	1	39	6	3	6	1	2	7	2	1	633.37576557
18909	252	1	1		2	36	6	1	4	1	2	6	1	1	421.45818516
18909	252	1	2	2	2	5									421.45818516
18910	252	1	5	5	2	19	6	4	6	1	1	6	1	1	302.56653747
18910	252	1	1		1	75	6	1	2	1	2	3	4	1	302.56653747
18910	252	1	2		2	74	6	2	2	1	2	3	4	1	302.56653747
18910	252	1	3		2	54	6	3	4	1	2	4	4	1	302.56653747
18910	252	1	4		1	20	7	3	6	1	1	6	2	1	302.56653747
18911	252	1	1		2	51	6	1	2	1	2	6	2	1	341.96817019
18911	252	1	2		1	71	6	2	2	1	2	3	6	1	341.96817019
18911	252	1	3	3	2	15									341.96817019
18912	252	1	1		1	31	6	1	3	1	2	6	2	1	666.03523198
18912	252	1	2		2	32	6	2	3	1	2	6	2	1	666.03523198
18912	252	1	3		2	9									666.03523198
18912	252	1	4	4	2	5									666.03523198
18913	252	1	1	1	1	55	6	1	6	1	2	4	3	1	525.64305996
18914	252	1	1	1	2	57	6	1	6	2	2	2	3	1	443.41247641
18915	252	1	1		1	69	6	1	3	1	2	3	4	4	907.67247224
18915	252	1	2		2	44	6	2	3	1	2	4	3	5	907.67247224
18915	252	1	3		2	17									907.67247224
18915	252	1	4		1	15									907.67247224
18915	252	1	5		1	13									907.67247224
18915	252	1	6	6	1	4									907.67247224
18916	252	1	1		1	59	99	1	1	1	1	5	2	1	302.56653747
18916	252	1	2		2	54	99	2	3	1	1	3	6	1	302.56653747
18916	252	1	3	3	2	22	99	3	6	1	1	6	3	1	302.56653747
18917	252	1	1		1	72	6	1	5	1	2	5	2	1	477.31770169
18917	252	1	2		2	49	6	3	3	1	2	5	2	5	477.31770169
18917	252	1	3	3	1	53	6	5	3	1	2	5	2	5	477.31770169
18918	252	1	1		1	34	6	1	1	1	2	5	2	1	666.03523198
18918	252	1	2		2	25	6	2	1	1	2	6	3	1	666.03523198
18918	252	1	3		2	3									666.03523198
18918	252	1	4	4	2	0									666.03523198
18919	252	1	1		2	44	6	1	2	1	2	3	6	1	753.05940519
18919	252	1	2		1	48	6	2	2	1	2	4	4	1	753.05940519
18919	252	1	3		1	20	6	3	6	1	2	4	2	1	753.05940519
18919	252	1	4		2	27	6	3	2	1	2	5	2	1	753.05940519
18919	252	1	5		1	33	6	9	2	1	2	4	4	1	753.05940519
18919	252	1	6	6	2	3									753.05940519
18920	252	1	1		1	49	6	1	3	1	2	5	2	5	666.03523198
18920	252	1	2		2	37	6	2	3	1	2	6	5	5	666.03523198
18920	252	1	3		2	7									666.03523198
18920	252	1	4	4	2	2									666.03523198
18921	252	1	1		2	48	6	1	4	1	2	5	2	1	302.56653747
18921	252	1	2	2	2	74	7	5	5	1	2	3	3	1	302.56653747
18922	252	1	1		1	48	6	1	4	1	2	6	1	4	1173.6277539
18922	252	1	2		1	19	6	3	6	1	2	6	2	4	1173.6277539
18922	252	1	3	3	1	17									1173.6277539
18923	252	1	1		1	47	99	1	3	1	1	6	2	1	318.51906923
18923	252	1	2		2	49	99	2	3	1	1	5	2	1	318.51906923
18923	252	1	3	3	2	21	5	3	6	1	1	6	5	1	318.51906923
18924	252	1	1		1	58	5	1	3	1	2	5	2	1	319.0951256
18924	252	1	2		2	61	6	2	3	1	2	4	3	1	319.0951256
18924	252	1	3		2	38	6	3	6	1	2	6	2	1	319.0951256
18924	252	1	4		2	28	6	3	6	1	2	4	5	1	319.0951256
18924	252	1	5		1	11									319.0951256
18924	252	1	6		1	10									319.0951256
18924	252	1	7	7	2	6									319.0951256
18925	252	1	1		1	47	7	1	2	1	2	4	4	1	556.80771666
18925	252	1	2	2	2	42	6	2	2	1	2	4	3	1	556.80771666
18926	252	1	1		1	84	6	1	3	1	2	3	6	1	302.56653747
18926	252	1	2		2	83	6	2	3	1	2	3	6	1	302.56653747
18926	252	1	3		2	58	6	3	6	1	2	4	3	1	302.56653747
18926	252	1	4		1	55	6	3	4	1	2	5	2	1	302.56653747
18926	252	1	5		1	51	6	3	5	1	2	6	3	1	302.56653747
18926	252	1	6		1	22	6	4	6	1	1	6	4	1	302.56653747
18926	252	1	7	7	2	21	6	4	6	1	2	5	2	1	302.56653747
18927	252	1	1		2	75	7	1	5	1	2	4	2	1	823.33905472
18927	252	1	2		1	42	6	3	6	1	2	1		1	823.33905472
18927	252	1	3	3	1	37	6	3	6	1	2	5	2	1	823.33905472
18928	252	1	1		1	56	6	1	4	2	2	1		1	714.21116065
18928	252	1	2	2	1	15									714.21116065
18929	252	1	1		1	51	6	1	2	1	2	3	6	1	703.33885844
18929	252	1	2		2	50	6	2	2	1	2	3	6	1	703.33885844
18929	252	1	3		1	30	6	3	2	1	2	4	2	1	703.33885844
18929	252	1	4		2	26	6	9	2	1	2	6	2	1	703.33885844
18929	252	1	5		2	4									703.33885844
18929	252	1	6		1	24	6	3	2	1	2	5	2	1	703.33885844
18929	252	1	7		2	21	6	9	2	1	2	5	2	1	703.33885844
18929	252	1	8	8	1	0									703.33885844
18930	252	1	1		1	33	99	1	3	1	1	6	1	1	745.37581734
18930	252	1	2		2	29	99	2	3	1	1	6	5	1	745.37581734
18930	252	1	3	3	1	5									745.37581734
18931	252	1	1	1	1	44	6	1	4	1	2	6	1	1	795.09636409
18932	252	1	4		2	14									561.70092757
18932	252	1	5	5	1	9									561.70092757
18932	252	1	1		2	30	6	1	4	1	1	6	4	5	561.70092757
18932	252	1	2		2	48	6	5	4	1	2	6	3	1	561.70092757
18932	252	1	3		1	24	6	5	6	1	2	5	2	1	561.70092757
18933	252	1	1		2	71	99	1	5	2	2	1		1	448.30568732
18933	252	1	2		2	33	99	3	4	1	1	6	2	1	448.30568732
18933	252	1	3		2	11									448.30568732
18933	252	1	4	4	1	7									448.30568732
18934	252	1	1	1	2	58	6	1	4	1	2	4	5	5	443.41247641
18935	252	1	1		1	39	6	1	2	1	2	5	2	1	323.41228014
18935	252	1	2		2	36	6	2	2	1	2	4	3	1	323.41228014
18935	252	1	3		2	19	6	3	6	1	1	5	2	1	323.41228014
18935	252	1	4		2	18	6	3	6	1	1	5	2	1	323.41228014
18935	252	1	5		2	16									323.41228014
18935	252	1	6	6	1	14									323.41228014
18936	252	1	1		2	59	6	1	4	1	2	6	2	1	502.91944498
18936	252	1	2		2	37	6	3	6	1	2	4	5	1	502.91944498
18936	252	1	3		2	13									502.91944498
18936	252	1	4		1	17									502.91944498
18936	252	1	5	5	2	13									502.91944498
18937	252	1	1		1	29	6	1	2	1	2	3	6	1	865.78494295
18937	252	1	2		2	32	6	2	2	1	2	3	6	5	865.78494295
18937	252	1	3		2	14									865.78494295
18937	252	1	4		2	6									865.78494295
18937	252	1	5		2	4									865.78494295
18937	252	1	6	6	2	1									865.78494295
18937	252	2	1		2	36	6	1	4	1	2	3	6	1	865.78494295
18937	252	2	2		2	18	6	3	6	1	2	4	3	1	865.78494295
18937	252	2	3		1	15									865.78494295
18937	252	2	4		1	5									865.78494295
18937	252	2	5		1	18	6	5	6	1	2	4	3	1	865.78494295
18938	252	1	6		1	24	99	5	2	1	1	5	1	1	865.78494295
18938	252	1	7		1	7									865.78494295
18938	252	1	8		2	2									865.78494295
18938	252	1	9		2	19	99	3	4	1	1	5	2	1	865.78494295
18938	252	1	10		2	3									865.78494295
18938	252	1	11	11	1	1									865.78494295
18938	252	1	1		1	54	99	1	2	1	1	4	5	1	865.78494295
18938	252	1	2		2	43	99	2	2	1	1	3	4	1	865.78494295
18938	252	1	3		2	14									865.78494295
18938	252	1	4		2	8									865.78494295
18938	252	1	5		2	23	99	3	2	1	1	6	1	1	865.78494295
18939	252	1	1		1	65	6	1	3	1	2	6	5	1	553.88575059
18939	252	1	2		2	61	6	2	3	1	2	5	2	3	553.88575059
18939	252	1	3	3	1	34	6	3	6	1	2	6	5	1	553.88575059
18940	252	1	1		2	45	6	1	4	1	2	5	2	5	556.80771666
18940	252	1	2	2	1	24	6	3	6	1	2	5	1	5	556.80771666
18941	252	1	1		1	65	6	1	3	1	2	4	3	1	302.56653747
18941	252	1	2		2	59	6	2	3	1	2	3	6	1	302.56653747
18941	252	1	3		1	32	6	3	6	1	2	6	5	1	302.56653747
18941	252	1	4		2	22	6	3	6	1	1	6	2	1	302.56653747
18941	252	1	5	5	2	82	6	5	5	1	2	1		1	302.56653747
18942	252	1	1		2	33	6	1	6	1	2	6	5	1	610.02628585
18942	252	1	2		1	11									610.02628585
18942	252	1	3	3	2	2									610.02628585
18943	252	1	1		1	38	6	1	2	1	2	6	5	5	1043.1714333
18943	252	1	2		2	33	6	2	2	1	2	6	2	1	1043.1714333
18943	252	1	3		1	15									1043.1714333
18943	252	1	4		2	9									1043.1714333
18943	252	1	5		1	8									1043.1714333
18943	252	1	6	6	2	4									1043.1714333
18944	252	1	1		2	44	6	1	2	1	2	7	1	3	799.989575
18944	252	1	2		1	44	6	2	2	1	2	6	1	1	799.989575
18944	252	1	3		2	16									799.989575
18944	252	1	4	4	1	7									799.989575
18945	252	1	1		1	53	6	1	3	1	2	5	2	1	463.65502254
18945	252	1	2		2	52	6	2	3	1	2	5	2	1	463.65502254
18945	252	1	3		2	33	6	3	6	1	2	6	3	1	463.65502254
18945	252	1	4		1	20	6	3	6	1	1	6	2	1	463.65502254
18945	252	1	5		2	18	6	3	6	1	1	6	1	1	463.65502254
18945	252	1	6		2	18	6	3	6	1	1	6	2	1	463.65502254
18945	252	1	7		2	17									463.65502254
18945	252	1	8		1	14									463.65502254
18945	252	1	9	9	1	9									463.65502254
