DIRECTORIO	NRO_ENCUESTA	HOGAR_NUMERO	PERSONA_NUMERO	P606	P203	P203S1	FEX_P
20494	252	1	1	1	1	650000	822.814056712546
20495	252	1	1	6	99		711.19647864958
20495	252	1	2	6	1	1200000	711.19647864958
20496	252	1	1	4	2		614.855670881031
20496	252	1	2	1	1	2200000	614.855670881031
20497	252	1	1	6	1	1200000	711.19647864958
20497	252	1	2	4	2		711.19647864958
20499	252	1	1	6	1	1500000	664.058536716307
20499	252	1	2	2	2		664.058536716307
20499	252	1	3	1	1	1000000	664.058536716307
20500	252	1	1	6	1	2500000	614.855670881031
20500	252	1	2	1	1	400000	614.855670881031
20501	252	1	1	4	2		932.704554533395
20501	252	1	2	1	1	1400000	932.704554533395
20502	252	1	1	1	1	600000	846.059452549832
20502	252	1	2	4	2		846.059452549832
20503	252	1	1	1	1	2000000	781.579816420138
20503	252	1	2	4	2		781.579816420138
20504	252	1	1	1	1	800000	700.113745722645
20504	252	1	2	1	2		700.113745722645
20505	252	1	1	1	1	750000	874.24292820401
20506	252	1	1	1	1	2000000	844.349788276451
20507	252	1	1	1	1	550000	822.814056712546
20508	252	1	1	1	1	3000000	938.722564333705
20509	252	1	1	4	2		655.975603013994
20509	252	1	2	1	1	530000	655.975603013994
20510	252	1	1	1	1	2000000	779.870152146757
20511	252	1	1	1	1	4500000	751.542617214109
20511	252	1	2	6	1	3500000	751.542617214109
20512	252	1	1	6	1	1600000	685.353316811034
20513	252	1	1	1	1	4000000	746.298400982234
20513	252	1	2	1	1	6000000	746.298400982234
20513	252	1	3	3	2		746.298400982234
20514	252	1	1	1	1	1600000	868.224918403701
20514	252	1	2	1	1	700000	868.224918403701
20515	252	1	1	1	1	500000	868.224918403701
20515	252	1	2	1	1	200000	868.224918403701
20516	252	1	1	1	1	1000000	600.238385995602
20516	252	1	2	4	2		600.238385995602
20516	252	1	3	3	2		600.238385995602
20516	252	1	5	3	2		600.238385995602
20517	252	1	1	1	1	745000	874.24292820401
20518	252	1	1	4	2		621.630058281037
20518	252	1	2	2	2		621.630058281037
20518	252	1	3	1	1	800000	621.630058281037
20518	252	1	4	1	1	900000	621.630058281037
20519	252	1	1	1	1	200000	219.159947773785
20519	252	1	2	1	1	200000	219.159947773785
20519	252	1	3	1	1	400000	219.159947773785
20519	252	1	4	1	1	200000	219.159947773785
20520	252	1	1	1	1	250000	374.674023711438
20520	252	1	2	4	2		374.674023711438
20520	252	1	3	1	1	600000	374.674023711438
20520	252	1	4	1	1	1200000	374.674023711438
20520	252	1	7	1	1	644500	374.674023711438
20520	252	1	8	1	1	140000	374.674023711438
20521	252	1	1	1	99		1004.66451803712
20521	252	1	2	6	2		1004.66451803712
20521	252	1	3	3	2		1004.66451803712
20521	252	1	4	4	2		1004.66451803712
20521	252	1	5	1	1	240000	1004.66451803712
20521	252	1	7	1	1	180000	1004.66451803712
20521	252	1	9	4	2		1004.66451803712
20522	252	1	1	4	1	305000	828.926504013231
20522	252	2	1	1	1	50000	828.926504013231
20523	252	1	1	1	1	400000	913.053744433084
20523	252	1	2	1	99		913.053744433084
20524	252	1	1	1	1	1000000	343.893867647401
20525	252	1	1	1	1	250000	447.079460973942
20525	252	1	2	6	1	740000	447.079460973942
20526	252	1	1	4	1	700000	272.140352512824
20526	252	1	2	1	1	400000	272.140352512824
20526	252	1	3	1	1	500000	272.140352512824
20526	252	1	4	1	1	700000	272.140352512824
20526	252	1	5	4	2		272.140352512824
20527	252	1	1	1	1	300000	477.785364609371
20528	252	1	1	1	1	1000000	451.803166595242
20528	252	1	2	1	1	600000	451.803166595242
20529	252	1	1	1	1	500000	520.112793321468
20529	252	1	2	4	1	150000	520.112793321468
20529	252	1	3	1	1	300000	520.112793321468
20530	252	1	1	1	1	1000000	447.079460973942
20530	252	1	2	1	1	210000	447.079460973942
20531	252	1	2	4	1	120000	280.571755044645
20531	252	1	1	6	1	700000	280.571755044645
20532	252	1	1	1	1	1200000	451.803166595242
20532	252	1	2	4	2		451.803166595242
20533	252	1	1	1	1	800000	383.757348371185
20533	252	1	2	1	1	644000	383.757348371185
20533	252	1	3	1	1	644000	383.757348371185
20534	252	1	1	1	1	1300000	339.268441497612
20534	252	1	2	1	1	644000	339.268441497612
20535	252	1	1	4	1	55000	466.238091961312
20535	252	1	2	1	1	500000	466.238091961312
20535	252	1	3	4	1	310000	466.238091961312
20535	252	1	4	1	1	650000	466.238091961312
20536	252	1	1	4	2		348.327739114455
20536	252	1	2	2	2		348.327739114455
20536	252	1	3	1	1	700000	348.327739114455
20536	252	1	4	1	1	644500	348.327739114455
20537	252	1	1	1	1	1200000	285.947382793872
20537	252	1	2	1	1	644000	285.947382793872
20538	252	1	1	1	1	700000	308.464258390671
20538	252	1	2	4	2		308.464258390671
20539	252	1	1	1	1	1000000	394.628671848413
20539	252	1	2	4	1	300000	394.628671848413
20539	252	1	3	1	1	800000	394.628671848413
20539	252	1	4	1	1	1200000	394.628671848413
20539	252	1	6	1	1	3000000	394.628671848413
20540	252	1	1	1	1	644000	457.830716472396
20540	252	1	2	1	1	800000	457.830716472396
20541	252	1	1	1	1	1600000	447.079460973942
20541	252	1	2	1	1	800000	447.079460973942
20542	252	1	1	1	1	644000	484.03126193681
20542	252	1	2	4	1	60000	484.03126193681
20542	252	1	3	1	1	644000	484.03126193681
20542	252	1	4	4	2		484.03126193681
20543	252	1	1	6	2		445.14512859914
20543	252	1	2	6	2		445.14512859914
20543	252	1	3	1	1	500000	445.14512859914
20543	252	1	4	1	1	644500	445.14512859914
20543	252	1	5	3	2		445.14512859914
20543	252	1	6	1	1	600000	445.14512859914
20544	252	1	1	1	1	600000	449.253574808007
20544	252	1	2	4	2		449.253574808007
20544	252	1	3	5	2		449.253574808007
20544	252	1	4	1	1	500000	449.253574808007
20544	252	1	5	4	2		449.253574808007
20545	252	1	1	1	1	200000	349.36777486814
20545	252	1	3	4	1	110000	349.36777486814
20546	252	1	1	1	1	1500000	479.30755631551
20546	252	1	2	4	1	500000	479.30755631551
20546	252	1	3	3	2		479.30755631551
20546	252	1	4	3	2		479.30755631551
20547	252	1	1	4	1	500000	217.999844041327
20547	252	1	2	4	1	250000	217.999844041327
20547	252	1	3	1	1	1500000	217.999844041327
20547	252	1	5	1	1	1000000	217.999844041327
20548	252	1	3	1	1	600000	354.475356970383
20548	252	1	4	4	2	2000000	354.475356970383
20548	252	1	5	1	1	700000	354.475356970383
20548	252	1	6	3	1		354.475356970383
20548	252	1	1	1	1	800000	354.475356970383
20548	252	1	2	1	1	800000	354.475356970383
20549	252	1	1	1	1	660000	442.355755352641
20549	252	1	2	4	2		442.355755352641
20550	252	1	1	1	1	600000	895.462766203737
20550	252	1	2	4	1	80000	895.462766203737
20551	252	1	5	1	1	900000	417.025479466439
20551	252	1	1	1	1	900000	417.025479466439
20551	252	1	2	1	1	644500	417.025479466439
20552	252	1	1	1	1	1800000	457.178794344469
20552	252	1	2	1	1	300000	457.178794344469
20553	252	1	1	1	1	644500	311.375938151586
20553	252	1	2	4	2		311.375938151586
20554	252	1	1	1	1	700000	447.731383101869
20554	252	1	2	4	2		447.731383101869
20555	252	1	1	4	1	1000000	980.242964807977
20555	252	1	2	4	2		980.242964807977
20556	252	1	1	1	1	640000	1011.72164816297
20556	252	1	2	1	1	640000	1011.72164816297
20557	252	1	1	4	1	750000	1296.0422508275
20557	252	1	2	4	2		1296.0422508275
20558	252	1	1	1	1	150000	1221.79113269997
20558	252	1	2	4	1	480000	1221.79113269997
20559	252	1	1	1	1	670000	545.692743764171
20559	252	1	2	1	1	200000	545.692743764171
20560	252	1	1	1	1	1600000	1011.72164816297
20560	252	1	2	4	99		1011.72164816297
20561	252	1	1	4	2		1514.50634848763
20561	252	1	2	4	2		1514.50634848763
20561	252	1	3	1	99		1514.50634848763
20561	252	1	4	1	1	700000	1514.50634848763
20561	252	1	5	1	1	800000	1514.50634848763
20562	252	1	1	1	1	1200000	1412.17796683805
20562	252	1	2	4	2		1412.17796683805
20562	252	1	4	1	1	740000	1412.17796683805
20562	252	1	5	1	1	400000	1412.17796683805
20564	252	1	1	1	1	790000	865.034772425354
20565	252	1	1	1	1	690000	938.195697710678
20566	252	1	1	4	1	9999999	1011.72164816297
20566	252	1	2	1	1	120000	1011.72164816297
20567	252	1	1	4	1	590000	1278.67082741931
20567	252	1	2	2	99		1278.67082741931
20567	252	1	3	3	2		1278.67082741931
20569	252	1	1	1	1	2000000	1008.32022833003
20569	252	1	2	1	1	1000000	1008.32022833003
20569	252	1	3	1	1	900000	1008.32022833003
20570	252	1	1	1	1	1200000	1131.98395168169
20570	252	1	2	4	2		1131.98395168169
20571	252	1	1	1	1	500000	1302.62303583971
20571	252	1	2	1	1	500000	1302.62303583971
20571	252	1	3	1	1	1500000	1302.62303583971
20571	252	1	4	3	2		1302.62303583971
20571	252	1	5	1	1	1200000	1302.62303583971
20572	252	1	1	1	1	1000000	1146.97751611149
20572	252	1	2	4	2		1146.97751611149
20574	252	1	1	1	2		907.74057521023
20575	252	1	1	1	1	200000	614.605831474914
20575	252	1	2	4	2		614.605831474914
20575	252	1	3	1	1	500000	614.605831474914
20575	252	1	4	4	1	100000	614.605831474914
20576	252	1	1	6	99		1440.98039803533
20576	252	1	2	4	2		1440.98039803533
20576	252	1	3	1	1	1200000	1440.98039803533
20576	252	1	4	1	1	2200000	1440.98039803533
20577	252	1	1	4	99		545.692743764171
20578	252	1	1	1	1	200000	838.484182779413
20578	252	1	2	4	2		838.484182779413
20578	252	1	3	1	1	500000	838.484182779413
20578	252	1	4	3	2		838.484182779413
20579	252	1	1	4	99		1444.38181786828
20579	252	1	2	1	1	1250000	1444.38181786828
20579	252	1	3	1	1	900000	1444.38181786828
20580	252	1	1	1	1	600000	607.863909654951
20581	252	1	1	6	1	1300000	1190.31244934498
20581	252	1	2	4	2		1190.31244934498
20582	252	1	1	1	99		1114.05002981255
20582	252	1	2	4	2		1114.05002981255
20582	252	1	5	5	2		1114.05002981255
20583	252	1	1	1	99		1325.77220565271
20583	252	1	2	4	99		1325.77220565271
20583	252	1	3	3	2		1325.77220565271
20584	252	1	1	6	1	1800000	1278.37090183347
20584	252	1	2	4	1	1300000	1278.37090183347
20584	252	1	3	1	1	900000	1278.37090183347
20585	252	1	1	4	2		1291.19202805061
20585	252	1	2	1	1	1100000	1291.19202805061
20585	252	1	3	1	1	750000	1291.19202805061
20585	252	1	4	4	2		1291.19202805061
20586	252	1	1	5	2		796.598052489866
20586	252	1	2	4	1	800000	796.598052489866
20586	252	1	3	1	1	899000	796.598052489866
20587	252	1	1	1	1	9999999	1188.86364640103
20587	252	1	2	1	1	1400000	1188.86364640103
20587	252	1	3	1	1	1500000	1188.86364640103
20588	252	1	1	1	1	100000	1278.67082741931
20588	252	1	2	4	2		1278.67082741931
20588	252	1	3	4	2		1278.67082741931
20589	252	1	1	1	1	4000000	1101.52882918125
20589	252	1	2	1	1	2000000	1101.52882918125
20590	252	1	1	1	1	2400000	1592.72138490905
20590	252	1	2	1	1	1600000	1592.72138490905
20590	252	1	3	4	2		1592.72138490905
20590	252	1	4	3	2		1592.72138490905
20591	252	1	1	4	2		1250.59356389726
20591	252	1	2	1	1	480000	1250.59356389726
20592	252	1	1	1	1	1400000	1024.24284879427
20592	252	1	2	1	1	800000	1024.24284879427
20592	252	1	3	4	2		1024.24284879427
20593	252	1	1	1	1	1600000	859.980661289252
20593	252	1	2	4	2		859.980661289252
20594	252	1	1	4	1	1500000	1193.71386917792
20595	252	1	1	1	1	1000000	697.671090673228
20596	252	1	1	6	1	646000	1193.71386917792
20597	252	1	1	1	1	500000	1087.9840676954
20598	252	1	1	1	1	1700000	1285.17374149936
20601	252	1	1	4	1	75000	550.298417877569
20601	252	1	2	1	1	300000	550.298417877569
20601	252	1	3	1	1	480000	550.298417877569
20602	252	1	1	1	1	200000	249.661655717215
20602	252	1	2	1	1	250000	249.661655717215
20602	252	1	3	1	1	250000	249.661655717215
20603	252	1	1	4	2		663.641708399086
20603	252	1	2	4	2		663.641708399086
20603	252	1	3	1	1	250000	663.641708399086
20603	252	1	4	1	1	210000	663.641708399086
20604	252	1	1	1	1	250000	540.058360766058
20605	252	1	1	1	1	400000	500.010971048679
20605	252	1	2	3	2		500.010971048679
20606	252	1	2	4	2	644350	436.560128574438
20606	252	1	4	4	1		436.560128574438
20606	252	1	1	1	1	644350	436.560128574438
20607	252	1	1	1	1	400000	317.140568402615
20607	252	1	2	4	2		317.140568402615
20608	252	1	1	6	1	1100000	317.140568402615
20608	252	1	2	6	1	1100000	317.140568402615
20609	252	1	1	6	1	30000	510.689727258244
20609	252	1	2	4	1	15000	510.689727258244
20610	252	1	1	4	1	100000	506.087240698985
20610	252	1	2	1	1	300000	506.087240698985
20611	252	1	1	1	1	644350	434.511929135292
20611	252	1	2	3	2		434.511929135292
20611	252	1	4	4	1	150000	434.511929135292
20612	252	1	1	1	1	1000000	506.087240698985
20612	252	1	2	4	1	120000	506.087240698985
20613	252	1	1	1	1	1000000	540.058360766058
20614	252	1	1	1	1	700000	480.882394652376
20614	252	1	2	4	2		480.882394652376
20614	252	1	4	1	1	240000	480.882394652376
20614	252	1	5	4	2		480.882394652376
20614	252	1	7	4	2		480.882394652376
20615	252	1	1	1	1	120000	430.483858924132
20615	252	1	2	4	2		430.483858924132
20615	252	1	3	1	1	500000	430.483858924132
20616	252	1	1	1	1	400000	308.621100531549
20616	252	1	2	4	2		308.621100531549
20616	252	1	3	1	1	200000	308.621100531549
20617	252	1	1	4	1	100000	500.010971048679
20617	252	1	2	4	2		500.010971048679
20618	252	1	1	4	2		599.318257129277
20618	252	1	2	1	1	300000	599.318257129277
20618	252	1	3	2	2		599.318257129277
20619	252	1	1	4	2		420.126129602041
20619	252	1	2	1	1	800000	420.126129602041
20620	252	1	1	1	1	400000	1061.50540029688
20620	252	1	2	1	1	350000	1061.50540029688
20620	252	1	3	4	2		1061.50540029688
20620	252	1	4	1	1	600000	1061.50540029688
20620	252	1	5	1	1	900000	1061.50540029688
20622	252	1	1	1	1	300000	925.727213423846
20622	252	1	2	1	1	760000	925.727213423846
20622	252	1	3	4	1	100000	925.727213423846
20622	252	1	4	1	1	654000	925.727213423846
20622	252	2	1	1	1	780000	925.727213423846
20622	252	2	2	1	1	650000	925.727213423846
20622	252	2	3	3	2		925.727213423846
20623	252	1	1	5	1	450000	675.485093378706
20623	252	1	2	4	2		675.485093378706
20623	252	1	3	1	1	600000	675.485093378706
20623	252	1	4	1	1	900000	675.485093378706
20624	252	1	1	4	1	2700000	726.406529704082
20624	252	1	2	3	99		726.406529704082
20624	252	1	3	3	2		726.406529704082
20625	252	1	6	1	1	200000	366.298493408661
20625	252	1	1	4	1		366.298493408661
20625	252	1	2	1	99		366.298493408661
20625	252	1	3	1	99		366.298493408661
20625	252	1	4	5	99	450000	366.298493408661
20625	252	1	5	1	1	654000	366.298493408661
20626	252	1	1	1	1	1200000	540.094788690167
20626	252	1	2	3	2		540.094788690167
20626	252	1	5	4	1	350000	540.094788690167
20626	252	1	6	3	2		540.094788690167
20627	252	1	1	1	1	650000	852.565645905447
20627	252	1	2	3	2		852.565645905447
20628	252	1	1	1	1	644300	656.964199181393
20628	252	2	1	1	1	658000	656.964199181393
20628	252	2	2	4	2		656.964199181393
20629	252	1	1	1	1	720000	647.054505072443
20630	252	1	1	1	1	1300000	702.830668610452
20631	252	1	1	4	2		906.848447346613
20631	252	1	2	1	1	1000000	906.848447346613
20632	252	1	1	1	1	900000	908.341809443455
20632	252	1	2	4	2		908.341809443455
20633	252	1	1	1	1	400000	902.413468849108
20633	252	1	2	2	2		902.413468849108
20633	252	1	3	2	2		902.413468849108
20634	252	1	1	4	99		561.444774884928
20635	252	1	1	4	1	654000	671.503739864104
20636	252	1	2	4	2		545.016764345436
20636	252	1	3	2	2		545.016764345436
20636	252	1	4	3	99		545.016764345436
20636	252	1	5	1	1		545.016764345436
20636	252	1	6	1	1	800000	545.016764345436
20636	252	1	1	4	2	650000	545.016764345436
20637	252	1	1	1	1	2000000	1032.06694140731
20637	252	1	2	6	1	1000000	1032.06694140731
20638	252	1	1	1	1	3500000	539.154166549499
20638	252	1	2	4	2		539.154166549499
20638	252	1	3	4	2		539.154166549499
20638	252	1	4	2	1	500000	539.154166549499
20638	252	1	5	3	2		539.154166549499
20639	252	1	1	5	1	60000	635.809081062886
20639	252	1	2	4	2		635.809081062886
20639	252	1	3	1	1	450000	635.809081062886
20640	252	1	1	3	99		757.113470051619
20641	252	1	1	1	1	600000	796.789482367438
20641	252	1	2	1	1	450000	796.789482367438
20642	252	1	1	1	1	650000	561.512023327565
20642	252	1	2	1	1	950000	561.512023327565
20643	252	1	1	1	1	654000	1081.09990787591
20643	252	1	2	1	1	300000	1081.09990787591
20643	252	2	1	1	99		1081.09990787591
20643	252	2	2	1	1	250000	1081.09990787591
20644	252	1	1	1	1	900000	812.889633589627
20645	252	1	1	4	2		515.578305455869
20645	252	1	2	1	1	350000	515.578305455869
20645	252	1	3	1	1	600000	515.578305455869
20646	252	1	1	4	2		596.133068747067
20646	252	1	2	1	99		596.133068747067
20647	252	1	1	1	1	700000	852.565645905447
20647	252	1	2	4	2		852.565645905447
20648	252	1	1	1	1	1000000	520.567529553776
20648	252	1	2	1	1	500000	520.567529553776
20648	252	1	3	1	1	1200000	520.567529553776
20648	252	1	4	2	2		520.567529553776
20648	252	1	5	3	2		520.567529553776
20648	252	1	6	3	2		520.567529553776
20649	252	1	1	4	1	200000	867.172435030794
20650	252	1	7	1	1	200000	987.141094118919
20650	252	1	1	1	1	400000	987.141094118919
20650	252	1	6	1	1	900000	987.141094118919
20651	252	1	3	6	99		816.737995863182
20651	252	1	4	1	1		816.737995863182
20651	252	1	5	1	1		816.737995863182
20651	252	1	1	6	2	960000	816.737995863182
20651	252	1	2	4	2	800000	816.737995863182
20652	252	1	1	1	1	1200000	908.341809443455
20652	252	1	2	1	1	1500000	908.341809443455
20653	252	1	1	6	1	1000000	366.298493408661
20653	252	1	2	6	1	800000	366.298493408661
20653	252	1	3	3	2		366.298493408661
20653	252	1	4	2	2		366.298493408661
20653	252	1	5	5	99		366.298493408661
20654	252	1	1	6	1	2400000	475.90229314005
20654	252	1	2	1	1	1800000	475.90229314005
20655	252	1	1	1	1	600000	854.059008002289
20655	252	1	2	1	1	1200000	854.059008002289
20656	252	1	1	1	1	2500000	425.048105257311
20656	252	1	2	1	1	2500000	425.048105257311
20656	252	1	3	1	1	1500000	425.048105257311
20656	252	1	4	1	1	1500000	425.048105257311
20657	252	1	1	4	2		366.298493408661
20657	252	1	2	5	2		366.298493408661
20657	252	1	3	1	1	280000	366.298493408661
20658	252	1	1	1	1	1000000	796.789482367438
20658	252	1	2	4	2		796.789482367438
20659	252	1	1	4	2		695.079600957733
20659	252	1	2	1	1	300000	695.079600957733
20659	252	1	3	3	2		695.079600957733
20660	252	1	1	1	1	654000	854.059008002289
20660	252	1	2	1	1	600000	854.059008002289
20661	252	1	1	1	1	700000	821.305965601735
20661	252	1	2	4	2		821.305965601735
20661	252	1	4	3	2		821.305965601735
20662	252	1	1	1	1	300000	525.487999564819
20662	252	1	2	1	1	800000	525.487999564819
20662	252	1	3	1	1	300000	525.487999564819
20662	252	1	4	2	1	300000	525.487999564819
20662	252	1	6	1	1	230000	525.487999564819
20663	252	1	1	1	1	100000	908.341809443455
20663	252	1	2	1	1	600000	908.341809443455
20664	252	1	1	2	1	200000	852.565645905447
20664	252	1	2	3	2		852.565645905447
20665	252	1	1	1	1	1000000	712.740362719402
20665	252	1	2	1	1	500000	712.740362719402
20665	252	1	4	1	1	300000	712.740362719402
20666	252	1	1	5	2		408.880705592484
20666	252	1	2	4	2		408.880705592484
20666	252	1	3	4	2		408.880705592484
20666	252	1	4	1	1	1000000	408.880705592484
20667	252	1	1	6	99		640.864047959203
20667	252	1	2	4	2		640.864047959203
20667	252	1	3	4	2		640.864047959203
20667	252	1	4	3	2		640.864047959203
20668	252	1	1	1	1	700000	798.28284446428
20668	252	1	2	4	2		798.28284446428
20669	252	1	1	1	1	850000	906.848447346613
20669	252	1	2	1	1	650000	906.848447346613
20670	252	1	1	4	2		665.380531193501
20670	252	1	2	1	1	1200000	665.380531193501
20670	252	1	3	1	1	1500000	665.380531193501
20670	252	1	4	1	1	800000	665.380531193501
20670	252	1	5	3	2		665.380531193501
20671	252	1	1	4	2		887.253939767586
20671	252	1	2	1	1	650000	887.253939767586
20671	252	1	3	1	1	650000	887.253939767586
20672	252	1	1	1	1	1550000	908.341809443455
20672	252	1	2	1	1	668500	908.341809443455
20673	252	1	1	1	1	700000	680.540060275023
20673	252	1	2	1	1	800000	680.540060275023
20673	252	1	3	3	2		680.540060275023
20673	252	1	4	2	2		680.540060275023
20673	252	1	5	1	1	640000	680.540060275023
20674	252	1	1	1	1	645000	500.418776374347
20674	252	1	4	4	2		500.418776374347
20674	252	1	5	1	1	300000	500.418776374347
20675	252	1	1	4	1	650000	811.94901144896
20675	252	1	2	1	1	700000	811.94901144896
20676	252	1	1	2	2		742.506680926271
20676	252	1	2	1	1	300000	742.506680926271
20677	252	1	1	6	1	1500000	742.506680926271
20677	252	1	2	4	2		742.506680926271
20678	252	1	1	1	99		852.565645905447
20678	252	1	2	1	99		852.565645905447
20679	252	1	1	1	1	1200000	686.730517388262
20679	252	1	2	1	1	1000000	686.730517388262
20680	252	1	1	1	1	650000	671.57098830674
20680	252	1	2	4	2		671.57098830674
20681	252	1	1	5	2		691.652493043532
20681	252	1	2	4	2		691.652493043532
20681	252	1	3	1	1	250000	691.652493043532
20681	252	1	4	1	1	250000	691.652493043532
20682	252	1	1	5	2		545.344623662739
20682	252	1	2	1	1	1000000	545.344623662739
20683	252	1	1	4	1	600000	686.730517388262
20683	252	1	2	3	2		686.730517388262
20684	252	1	1	1	1	644000	796.789482367438
20684	252	1	2	5	2		796.789482367438
20685	252	1	1	4	1	400000	702.830668610452
20686	252	1	1	4	2		757.113470051619
20687	252	1	1	1	1	300000	924.441960665645
20688	252	1	1	1	99		712.673114276765
20688	252	1	2	4	2		712.673114276765
20689	252	1	1	1	99		942.767986786703
20689	252	1	3	4	2		942.767986786703
20689	252	1	4	1	1	500000	942.767986786703
20689	252	1	6	2	2		942.767986786703
20689	252	1	7	1	1	250000	942.767986786703
20690	252	1	10	1	1	200000	771.61577485431
20690	252	1	1	4	1		771.61577485431
20690	252	1	2	4	2		771.61577485431
20690	252	1	4	3	2	350000	771.61577485431
20690	252	1	6	1	1		771.61577485431
20690	252	1	9	3	2	300000	771.61577485431
20691	252	1	1	1	1	400000	675.485093378706
20691	252	1	2	4	2		675.485093378706
20691	252	1	3	1	1	150000	675.485093378706
20691	252	1	4	1	1	500000	675.485093378706
20692	252	1	1	1	1	650000	505.668611346919
20693	252	1	1	2	1	1000000	758.606832148461
20694	252	1	1	1	1	1800000	772.27299913314
20695	252	1	1	5	99		366.298493408661
20695	252	1	2	5	2		366.298493408661
20695	252	1	3	3	2		366.298493408661
20695	252	1	4	4	2		366.298493408661
20695	252	1	5	4	2		366.298493408661
20696	252	1	1	4	2		726.406529704082
20696	252	1	2	1	1	1200000	726.406529704082
20696	252	1	3	3	2		726.406529704082
20697	252	1	1	4	2		459.80214191786
20697	252	1	2	2	2		459.80214191786
20697	252	1	3	1	1	975640	459.80214191786
20698	252	1	1	4	2		601.188035643384
20698	252	1	2	1	1	600000	601.188035643384
20698	252	1	3	4	2		601.188035643384
20699	252	1	2	1	1		420.126129602041
20699	252	1	1	5	2	1200000	420.126129602041
20700	252	1	1	1	1	900000	737.518962472591
20700	252	1	2	1	99		737.518962472591
20701	252	1	1	1	1	800000	886.051201108026
20701	252	1	2	1	99		886.051201108026
20701	252	1	3	4	2		886.051201108026
20701	252	1	4	3	1	400000	886.051201108026
20701	252	1	5	3	2		886.051201108026
20701	252	1	8	4	2		886.051201108026
20702	252	1	1	5	2		366.298493408661
20702	252	1	2	5	2		366.298493408661
20702	252	1	3	1	1	600000	366.298493408661
20702	252	1	4	1	1	500000	366.298493408661
20702	252	1	5	1	1	800000	366.298493408661
20702	252	1	6	4	2		366.298493408661
20703	252	1	1	1	1	900000	742.506680926271
20703	252	1	2	1	99		742.506680926271
20704	252	1	1	1	1	600000	712.740362719402
20704	252	1	2	3	2		712.740362719402
20704	252	1	5	3	2		712.740362719402
20705	252	1	1	1	1	800000	796.789482367438
20705	252	1	2	1	1	1200000	796.789482367438
20709	252	1	1	1	1	1200000	852.565645905447
20709	252	1	2	4	1	216000	852.565645905447
20710	252	1	1	1	1	800000	620.649551981364
20710	252	1	3	5	2		620.649551981364
20710	252	1	4	5	2		620.649551981364
20711	252	1	1	1	1	500000	702.830668610452
20712	252	1	3	1	1		958.189632387116
20712	252	1	1	5	2		958.189632387116
20712	252	1	2	4	2	600000	958.189632387116
20713	252	1	1	1	1	2000000	606.042762856017
20713	252	1	2	4	2		606.042762856017
20713	252	1	3	1	1	800000	606.042762856017
20713	252	1	4	1	1	2000000	606.042762856017
20714	252	1	1	1	1	350000	727.347151844749
20714	252	1	3	1	1	645000	727.347151844749
20715	252	1	1	1	1	2000000	862.475340014396
20715	252	1	2	1	99		862.475340014396
20715	252	1	3	3	2		862.475340014396
20715	252	1	7	1	1	350000	862.475340014396
20716	252	1	1	1	1	1000000	425.048105257311
20716	252	1	2	4	2		425.048105257311
20716	252	1	3	1	1	1200000	425.048105257311
20716	252	1	4	1	1	1500000	425.048105257311
20717	252	1	1	1	1	1400000	772.27299913314
20718	252	1	1	1	1	600000	811.94901144896
20718	252	1	2	1	1	700000	811.94901144896
20719	252	1	1	1	1	1300000	796.789482367438
20719	252	1	2	1	1	180000	796.789482367438
20720	252	1	1	1	1	300000	814.382995686469
20721	252	1	1	1	1	1000000	882.331964112316
20722	252	1	1	4	1	1200000	561.444774884928
20723	252	1	1	4	1	1000000	545.344623662739
20723	252	1	2	1	1	2000000	545.344623662739
20724	252	1	1	1	1	3000000	686.730517388262
20724	252	1	2	4	2		686.730517388262
20725	252	1	1	1	1	1200000	742.506680926271
20725	252	1	2	1	1	1200000	742.506680926271
20726	252	1	1	1	1	230000	906.848447346613
20726	252	1	4	1	1	400000	906.848447346613
20727	252	1	5	4	2	2400000	696.020223098401
20727	252	1	1	1	1		696.020223098401
20728	252	1	1	1	1	3000000	997.629766284984
20728	252	1	2	4	2		997.629766284984
20728	252	1	4	3	2		997.629766284984
20732	252	1	1	6	2		410.486174436617
20732	252	1	2	1	1	1500000	410.486174436617
20733	252	1	1	1	1	700000	565.333322181319
20733	252	1	2	4	1	600000	565.333322181319
20733	252	1	4	4	2		565.333322181319
20734	252	1	1	4	2		493.182789226893
20734	252	1	2	1	1	700000	493.182789226893
20734	252	1	3	4	2		493.182789226893
20734	252	1	5	1	1	120000	493.182789226893
20735	252	1	1	1	1	100000	430.971413506765
20735	252	1	2	4	2		430.971413506765
20736	252	1	1	1	1	800000	561.859883186898
20736	252	1	2	4	2		561.859883186898
20737	252	1	1	1	1	644000	380.352209156557
20737	252	1	2	6	1	300000	380.352209156557
20738	252	1	1	1	1	300000	424.567804318873
20738	252	1	2	4	2		424.567804318873
20739	252	1	1	1	1	250000	422.111363046171
20739	252	1	2	1	1	800000	422.111363046171
20740	252	1	1	1	1	800000	647.701401386355
20741	252	1	1	4	2		380.352209156557
20741	252	1	2	1	1	200000	380.352209156557
20742	252	1	1	1	1	800000	647.701401386355
20743	252	1	1	4	2		428.514972234063
20743	252	1	2	1	1	644000	428.514972234063
20745	252	1	1	1	1	1600000	599.671869161322
20745	252	1	2	1	1	3000000	599.671869161322
20746	252	1	1	1	1	700000	466.326958208487
20746	252	1	3	3	2		466.326958208487
20747	252	1	1	4	2		659.982480290483
20747	252	1	2	5	2		659.982480290483
